Trip_ID,Trip_Distance,Type_of_Cab,Customer_Since_Months,Life_Style_Index,Confidence_Life_Style_Index,Destination_Type,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Gender,label
T0005691859,29.97,D,8.0,2.44099,B,A,2.88875,0,,56,72,Male,3
T0005691860,106.3,B,1.0,2.88643,B,A,2.84375,0,103.0,51,73,Male,3
T0005691861,25.31,C,7.0,,,D,3.6675,0,,46,64,Male,3
T0005691862,46.74,B,10.0,2.77455,A,A,1.705,1,46.0,52,81,Male,2
T0005691863,45.3,,10.0,3.00078,A,F,4.3875,2,55.0,44,65,Male,3
T0005691864,71.15,B,3.0,2.91947,B,A,2.43375,0,89.0,52,78,Female,2
T0005691865,28.88,D,2.0,2.54675,C,A,2.175,5,,49,63,Male,3
T0005691866,19.47,D,6.0,2.34195,A,A,1.93625,0,,44,61,Female,2
T0005691868,35.57,E,9.0,2.96058,C,F,2.6075,1,70.0,52,74,Male,3
T0005691869,24.79,C,2.0,2.7832,B,A,3.2125,2,,51,68,Female,3
T0005691871,61.18,C,1.0,2.73933,B,A,1.4275,0,,53,64,Female,2
T0005691872,30.06,B,,2.78101,B,A,2.05,3,,46,66,Male,2
T0005691873,29.49,C,10.0,2.71608,B,A,4.0,1,79.0,61,77,Male,2
T0005691874,28.11,A,10.0,,,A,1.35875,0,,57,86,Male,1
T0005691875,69.13,E,6.0,2.74274,C,A,2.94875,3,,53,66,Male,3
T0005691876,45.95,A,10.0,2.74312,A,A,2.91625,0,,50,76,Male,1
T0005691878,63.75,,10.0,2.6607,B,A,2.0975,1,,54,68,Male,3
T0005691881,10.3,D,4.0,2.84534,B,A,3.98,2,,47,67,Male,3
T0005691882,33.82,,1.0,2.59968,A,A,4.29125,0,41.0,45,76,Male,2
T0005691884,33.71,B,10.0,2.83179,C,A,3.7375,0,107.0,45,67,Female,2
T0005691889,35.07,A,1.0,2.87266,B,A,4.74375,0,,43,58,Male,1
T0005691890,60.57,A,10.0,2.72518,C,B,3.91875,1,,43,71,Male,1
T0005691891,10.52,A,2.0,2.31086,A,A,4.775,1,,44,54,Male,1
T0005691892,52.43,D,1.0,2.78221,B,B,3.735,0,,47,65,Male,3
T0005691893,14.67,C,10.0,2.69824,C,A,2.2975,1,51.0,49,79,Male,3
T0005691895,26.35,A,10.0,3.37319,C,G,4.4525,0,,49,78,Male,1
T0005691896,50.57,B,10.0,,,B,2.685,0,42.0,53,93,Male,2
T0005691898,56.6,,7.0,2.77006,B,A,2.01,0,,51,78,Female,1
T0005691899,68.49,A,7.0,2.73367,B,A,2.98125,0,,48,84,Male,1
T0005691900,85.05,,7.0,2.92439,B,A,3.40625,0,109.0,51,81,Male,3
T0005691902,70.62,C,10.0,,,A,1.5925,0,,50,61,Male,3
T0005691904,13.09,B,1.0,2.56965,C,D,4.8025,3,46.0,48,78,Female,1
T0005691905,20.56,B,0.0,,,A,2.60125,0,,50,102,Female,2
T0005691906,28.62,C,9.0,2.46702,A,A,1.545,0,,48,67,Male,2
T0005691907,68.27,B,3.0,,,C,4.0225,1,53.0,50,85,Male,2
T0005691908,11.73,D,2.0,2.38664,B,A,2.50375,0,65.0,50,75,Male,2
T0005691910,62.33,B,3.0,3.13041,C,B,2.805,0,103.0,52,87,Female,2
T0005691912,15.15,D,4.0,2.72443,A,A,3.2525,0,,48,60,Male,2
T0005691913,61.62,C,10.0,2.67981,B,B,2.71875,0,36.0,48,76,Male,3
T0005691914,59.33,A,6.0,2.48136,B,A,3.875,3,,47,72,Female,1
T0005691916,6.06,C,0.0,,,A,2.995,1,99.0,46,78,Male,2
T0005691917,55.65,A,8.0,3.1789,B,C,4.80125,0,62.0,46,67,Male,1
T0005691918,107.96,C,10.0,3.4163,B,A,2.3925,1,,63,112,Male,3
T0005691921,29.27,C,10.0,2.84081,C,B,4.09625,3,87.0,49,72,Male,3
T0005691922,30.37,C,9.0,2.85046,B,A,2.1675,4,,60,99,Male,3
T0005691923,59.73,,4.0,2.743,C,A,0.025,0,47.0,48,65,Male,3
T0005691924,26.87,B,7.0,2.4647,B,A,3.195,0,,58,83,Female,2
T0005691926,45.35,E,8.0,,,A,2.22625,1,105.0,50,80,Male,3
T0005691927,83.37,C,6.0,,,D,2.8475,0,,53,74,Male,2
T0005691928,49.33,B,10.0,2.57847,A,B,2.28875,0,,48,61,Male,2
T0005691930,41.32,C,3.0,2.63408,B,A,3.5275,0,,47,63,Male,2
T0005691931,10.45,C,2.0,,,A,3.33,2,,48,65,Male,3
T0005691932,60.61,B,2.0,2.84283,B,A,1.01,1,,51,77,Male,2
T0005691933,18.83,C,3.0,2.35559,A,B,3.10875,0,,46,58,Male,3
T0005691935,29.77,A,,2.78256,B,B,2.595,2,96.0,60,82,Female,2
T0005691936,32.08,B,9.0,2.81746,A,B,3.6875,0,,49,67,Male,2
T0005691940,25.13,B,3.0,2.70153,C,B,1.8825,0,,61,76,Male,2
T0005691948,31.78,A,0.0,2.99733,C,B,3.115,1,,60,88,Male,1
T0005691950,13.04,D,1.0,2.31792,A,A,1.75125,0,,47,59,Female,3
T0005691952,68.94,A,10.0,3.26888,A,A,3.605,1,,50,83,Female,1
T0005691956,61.69,C,3.0,2.70589,C,B,2.89375,0,68.0,47,69,Male,2
T0005691958,17.05,B,5.0,2.57978,A,A,3.3225,3,106.0,46,60,Male,2
T0005691959,62.46,,,2.76981,B,A,2.85875,4,,50,74,Male,3
T0005691960,31.49,A,7.0,2.80903,A,A,2.28125,1,55.0,49,69,Male,1
T0005691961,91.42,E,9.0,2.82962,B,A,2.42875,1,,54,78,Female,3
T0005691962,74.82,B,0.0,2.99043,B,A,2.5925,0,,51,74,Male,2
T0005691963,77.12,A,10.0,2.86348,B,A,1.99125,0,,61,86,Male,3
T0005691964,37.0,C,5.0,2.99962,C,C,2.11125,1,79.0,57,88,Male,2
T0005691965,5.53,D,6.0,2.86213,A,A,3.265,2,54.0,59,82,Female,3
T0005691966,106.21,C,4.0,2.99831,B,A,2.9475,1,,52,81,Male,3
T0005691970,46.48,D,0.0,2.56595,C,A,2.27375,1,73.0,61,94,Male,3
T0005691971,39.64,E,10.0,2.92575,C,A,3.28125,3,,58,71,Male,3
T0005691972,49.12,A,10.0,,,A,4.12625,0,,54,65,Male,1
T0005691973,21.19,A,0.0,2.81375,A,A,4.28625,0,73.0,49,71,Male,1
T0005691976,107.09,C,5.0,3.25723,C,A,4.02625,0,41.0,47,67,Female,3
T0005691978,35.72,B,6.0,2.64962,A,A,2.735,1,,48,75,Male,2
T0005691979,17.14,A,0.0,2.69052,C,B,2.435,0,,49,66,Female,1
T0005691981,24.94,B,5.0,3.13165,A,A,4.525,1,,46,75,Male,2
T0005691982,31.7,B,0.0,2.63266,A,A,3.85,1,,49,73,Male,2
T0005691984,30.77,B,,,,A,3.35,2,108.0,54,98,Male,2
T0005691985,73.78,B,10.0,2.94707,B,C,3.94875,0,,44,64,Male,1
T0005691987,12.19,B,,2.87879,B,A,2.2575,3,45.0,50,85,Male,2
T0005691988,51.88,A,4.0,2.57404,B,A,2.43,1,,53,71,Female,3
T0005691990,45.83,D,5.0,2.70063,C,A,2.6025,1,,47,62,Female,3
T0005691991,9.65,A,2.0,2.74248,B,H,1.75375,2,44.0,54,85,Male,3
T0005691992,6.73,B,10.0,2.91389,B,B,3.0375,0,,50,73,Male,2
T0005691995,15.39,B,2.0,3.02467,C,G,3.87125,0,,46,59,Male,2
T0005691996,20.38,A,6.0,2.86568,A,A,2.715,1,,55,75,Male,1
T0005691998,56.22,,10.0,3.54297,B,A,4.00625,0,,59,83,Male,1
T0005691999,45.14,B,3.0,,,A,3.44875,0,,44,61,Female,2
T0005692000,98.07,,10.0,3.17578,C,A,3.29125,0,38.0,50,90,Female,2
T0005692001,26.47,A,6.0,3.15851,A,A,3.8,0,,50,68,Male,1
T0005692002,86.0,,10.0,2.80956,C,A,2.93375,0,,47,66,Male,2
T0005692003,45.3,C,5.0,2.75059,B,A,3.32875,1,,50,67,Male,3
T0005692004,10.22,D,10.0,3.0313,B,A,1.80625,1,,50,77,Male,2
T0005692005,18.88,,0.0,2.73809,C,B,2.77125,0,75.0,47,68,Male,2
T0005692007,50.54,B,3.0,2.71518,C,C,1.63875,3,36.0,51,76,Male,3
T0005692009,93.32,C,3.0,3.06874,C,C,3.4,1,52.0,55,85,Female,2
T0005692010,29.34,C,1.0,2.66183,C,B,2.35625,1,,50,73,Male,3
T0005692011,49.38,E,10.0,2.78672,B,A,1.6175,0,,52,69,Male,3
T0005692012,61.94,B,6.0,2.70815,B,F,2.31125,3,,49,70,Male,3
T0005692014,30.62,C,10.0,2.55044,A,A,3.6125,3,,48,61,Male,2
T0005692015,75.36,D,2.0,3.14182,B,A,3.72,1,,48,76,Female,1
T0005692016,106.65,B,7.0,2.98064,B,B,2.67125,1,,53,83,Male,1
T0005692017,10.9,D,,2.3562,C,D,3.595,1,,47,62,Female,3
T0005692019,51.31,,7.0,2.67983,C,A,2.93125,0,,49,69,Male,3
T0005692021,15.81,C,2.0,,,B,2.1325,0,40.0,49,79,Female,2
T0005692023,45.42,D,1.0,2.59213,C,A,0.785,0,,54,79,Male,3
T0005692024,36.24,D,10.0,3.04282,A,A,3.56625,1,83.0,50,69,Male,3
T0005692026,77.6,,10.0,2.73952,B,D,4.8,0,,45,71,Male,2
T0005692027,58.34,B,10.0,2.77696,B,A,0.7475,1,,54,93,Male,2
T0005692028,73.08,D,5.0,2.82079,C,A,2.1775,0,,64,81,Male,3
T0005692030,31.06,C,10.0,3.08138,C,A,1.92,4,86.0,53,95,Female,2
T0005692031,5.17,C,4.0,2.53588,A,D,3.35375,3,,44,57,Female,3
T0005692033,93.81,,7.0,2.90391,B,B,2.14125,1,,51,69,Female,3
T0005692034,17.41,A,6.0,2.95831,A,A,3.01375,0,,50,69,Male,1
T0005692035,24.91,A,2.0,,,A,4.04375,0,,46,62,Male,1
T0005692036,44.03,B,10.0,,,A,3.29875,1,77.0,51,70,Male,2
T0005692037,77.79,B,10.0,2.75931,B,A,0.845,0,42.0,50,73,Male,3
T0005692038,37.84,B,0.0,2.89989,B,A,1.50625,0,79.0,49,59,Female,2
T0005692042,14.97,A,10.0,3.11329,A,G,4.335,0,,48,66,Male,1
T0005692043,36.77,A,10.0,2.81356,A,A,2.3275,0,39.0,58,102,Male,1
T0005692044,19.09,,7.0,2.65003,A,A,1.91,0,,49,62,Female,1
T0005692046,93.45,C,10.0,3.10925,B,B,4.42,0,,48,69,Male,3
T0005692047,61.29,A,3.0,,,C,4.27,1,,53,74,Female,1
T0005692048,10.37,A,10.0,2.61877,C,A,2.82875,1,31.0,45,75,Male,3
T0005692049,17.44,A,1.0,,,E,1.9475,0,,45,56,Female,1
T0005692050,36.85,B,9.0,2.81477,C,A,1.0975,0,37.0,48,79,Male,2
T0005692055,97.38,,5.0,,,E,3.86125,5,,50,84,Male,3
T0005692056,25.94,,4.0,,,A,3.07125,0,,49,64,Male,2
T0005692058,107.43,E,10.0,3.09839,B,A,3.7925,0,,49,85,Female,3
T0005692059,34.98,B,10.0,2.60254,A,H,2.14625,0,,46,63,Female,2
T0005692060,46.16,C,10.0,,,A,2.8575,0,108.0,53,83,Female,1
T0005692061,84.77,D,7.0,,,A,2.9175,0,43.0,61,95,Female,3
T0005692062,75.3,,2.0,3.06235,C,A,2.6575,2,,50,74,Male,2
T0005692065,24.1,B,5.0,2.61496,A,A,3.9975,0,67.0,49,80,Male,2
T0005692067,61.12,C,10.0,2.83037,C,A,2.49375,2,71.0,55,72,Female,2
T0005692068,30.46,E,5.0,2.58304,C,B,1.5825,0,,56,79,Male,2
T0005692069,46.01,A,10.0,2.97506,C,A,4.735,1,49.0,48,66,Male,2
T0005692071,31.56,C,10.0,,,B,2.77375,1,48.0,51,84,Male,2
T0005692072,33.63,,8.0,2.95003,A,A,3.96625,2,,47,77,Male,2
T0005692073,20.94,B,9.0,,,B,3.16125,2,,51,65,Male,2
T0005692074,27.22,C,10.0,3.38965,B,J,1.84,1,42.0,53,93,Male,2
T0005692075,31.05,B,6.0,2.60597,A,A,3.23375,0,97.0,51,72,Male,2
T0005692076,29.0,E,2.0,,,F,2.93625,0,,57,70,Male,3
T0005692078,19.92,C,8.0,2.60552,A,A,2.62625,3,49.0,53,71,Female,2
T0005692079,40.42,C,,2.86316,C,A,3.35875,0,,54,69,Male,2
T0005692081,107.49,C,1.0,3.26097,C,A,2.9475,0,45.0,50,68,Male,3
T0005692082,60.82,D,5.0,2.96808,B,A,3.4425,1,,52,73,Male,3
T0005692083,72.8,C,10.0,2.95166,A,A,3.88625,2,60.0,48,87,Male,3
T0005692085,70.77,D,10.0,2.81002,B,A,2.04875,0,108.0,49,69,Male,3
T0005692087,106.7,D,4.0,2.93358,B,A,1.29875,4,67.0,53,86,Male,3
T0005692088,37.32,C,0.0,2.65572,B,A,3.735,1,,47,66,Male,2
T0005692089,15.75,B,7.0,2.90543,B,B,2.16125,0,63.0,65,95,Male,2
T0005692090,74.06,A,10.0,2.99547,C,A,2.2425,2,,93,129,Female,2
T0005692091,45.2,C,4.0,,,A,1.1,1,,50,69,Male,3
T0005692092,15.18,A,3.0,,,B,2.91625,1,,56,96,Male,1
T0005692094,77.26,C,0.0,2.75578,A,A,0.62875,0,,56,79,Male,3
T0005692097,33.46,D,10.0,,,B,1.62,2,100.0,47,68,Female,3
T0005692099,39.77,D,3.0,3.14035,C,B,3.78125,3,65.0,48,74,Male,3
T0005692100,74.48,E,7.0,2.97107,C,B,2.7175,0,51.0,52,72,Male,2
T0005692101,47.47,B,10.0,2.93026,B,A,3.225,1,82.0,51,70,Female,2
T0005692103,47.02,C,1.0,3.15725,C,C,4.89,0,,44,85,Female,2
T0005692104,19.52,E,0.0,2.46559,C,B,3.62,1,67.0,57,90,Male,2
T0005692106,11.92,B,6.0,2.54931,C,J,4.2025,2,70.0,57,72,Male,2
T0005692107,25.37,B,5.0,2.7022,A,A,3.0375,1,,54,70,Male,2
T0005692110,10.55,C,3.0,2.62808,A,A,0.775,0,,61,94,Male,2
T0005692111,31.09,A,10.0,,,C,2.62375,2,71.0,49,60,Female,3
T0005692112,25.49,B,8.0,2.65583,B,B,1.6775,0,,46,57,Male,2
T0005692114,40.67,A,5.0,,,D,2.99375,0,,45,69,Female,1
T0005692115,33.85,C,9.0,2.91369,C,A,2.72375,0,56.0,49,76,Male,3
T0005692116,73.59,B,7.0,2.8446,B,A,3.74,0,,47,66,Female,2
T0005692117,37.46,C,4.0,2.6682,B,A,3.98875,3,,49,63,Female,2
T0005692118,44.78,C,2.0,2.87252,A,A,3.95375,0,,51,67,Female,2
T0005692120,21.67,C,4.0,,,B,3.68125,1,,48,64,Male,3
T0005692122,14.66,C,10.0,2.99802,A,H,0.90875,0,,51,80,Male,2
T0005692123,91.85,A,10.0,3.33332,C,A,3.8275,0,,63,91,Male,2
T0005692124,16.32,B,2.0,2.85574,B,A,3.76125,0,55.0,46,82,Male,2
T0005692126,92.99,E,10.0,2.92947,B,B,4.1125,1,,46,78,Female,3
T0005692127,27.7,D,3.0,2.43242,B,A,3.06125,0,,46,59,Female,3
T0005692130,85.88,B,10.0,2.95513,B,B,2.68,2,,61,99,Male,3
T0005692131,108.45,,10.0,3.00631,B,A,1.63375,3,79.0,51,77,Male,3
T0005692133,29.69,C,2.0,2.68495,A,A,4.4625,1,39.0,51,67,Male,3
T0005692134,44.82,B,9.0,3.00072,A,A,3.92625,1,67.0,52,94,Male,1
T0005692135,16.27,B,1.0,2.39568,B,A,0.91375,0,,48,77,Female,2
T0005692137,8.48,D,10.0,2.77025,C,D,3.91125,0,64.0,51,78,Male,3
T0005692138,62.85,B,4.0,3.07724,C,E,3.52625,2,39.0,52,67,Male,2
T0005692139,65.69,E,10.0,2.98026,C,A,3.03875,0,,47,64,Female,1
T0005692140,45.8,D,6.0,3.04207,B,A,2.77625,0,,48,64,Male,1
T0005692141,22.23,E,2.0,3.08055,A,B,4.46,1,73.0,48,61,Female,2
T0005692142,36.41,,6.0,2.81047,A,A,3.48875,1,100.0,51,69,Male,3
T0005692145,76.05,B,10.0,2.98948,C,A,3.525,0,,59,81,Female,2
T0005692147,31.12,A,10.0,2.99065,A,C,3.52625,0,,49,84,Male,2
T0005692149,75.7,D,0.0,3.3802,A,C,3.16,3,,54,77,Male,3
T0005692150,107.53,A,,3.03238,C,C,1.62125,1,,50,88,Male,1
T0005692151,45.36,E,,2.59926,B,A,1.4075,0,,44,63,Female,2
T0005692152,54.88,D,,2.79238,C,A,3.44,1,104.0,51,88,Male,3
T0005692154,22.06,D,10.0,2.41514,A,A,1.90625,0,56.0,44,71,Female,3
T0005692155,8.57,A,0.0,2.99431,A,E,4.12375,0,,48,73,Male,1
T0005692157,61.46,A,10.0,2.66599,A,D,4.0875,1,110.0,49,78,Male,2
T0005692158,76.46,B,8.0,,,A,1.33,0,,60,89,Male,1
T0005692159,61.39,A,8.0,,,A,3.6925,1,86.0,47,62,Male,1
T0005692160,107.8,C,4.0,2.93039,B,A,2.75,0,49.0,45,59,Male,2
T0005692161,21.11,B,7.0,2.37834,C,B,3.075,2,,48,61,Male,2
T0005692162,108.82,A,10.0,3.27307,C,A,3.5375,0,40.0,51,78,Male,2
T0005692164,59.3,A,2.0,2.72784,A,A,3.415,0,,49,73,Male,2
T0005692165,38.69,D,7.0,2.64747,C,A,0.77625,1,33.0,51,96,Male,3
T0005692166,63.09,D,10.0,,,A,3.09,1,31.0,61,85,Male,3
T0005692168,56.21,C,6.0,2.89175,C,A,3.08125,0,,51,80,Male,3
T0005692170,12.3,E,10.0,3.04427,A,B,3.2125,1,,51,74,Female,2
T0005692172,55.4,A,3.0,2.95417,C,A,4.13375,0,,62,102,Female,3
T0005692174,57.87,A,5.0,3.04221,C,A,2.9375,0,,52,77,Male,1
T0005692175,27.37,B,8.0,2.97781,C,B,3.2475,0,52.0,48,66,Male,1
T0005692176,11.69,C,5.0,2.66765,A,E,3.415,0,79.0,47,61,Male,2
T0005692177,65.34,A,2.0,,,A,3.38875,0,99.0,52,77,Male,1
T0005692178,44.62,,10.0,2.6181,B,A,1.31125,0,42.0,50,85,Male,2
T0005692179,12.9,C,10.0,2.62203,A,A,3.22125,1,33.0,47,64,Male,2
T0005692181,37.99,E,5.0,2.90476,B,A,2.84625,0,83.0,47,64,Female,2
T0005692182,14.27,B,10.0,2.696,C,A,4.60375,3,,48,59,Male,2
T0005692183,66.62,A,10.0,2.67342,B,A,2.02625,2,73.0,52,80,Male,3
T0005692184,29.28,E,0.0,2.70388,A,A,1.40875,1,,54,82,Female,1
T0005692186,90.99,A,6.0,,,C,3.25375,0,,55,78,Male,1
T0005692187,61.36,E,4.0,2.64355,B,B,4.18625,1,,44,62,Male,3
T0005692188,60.29,D,0.0,2.80858,B,A,2.14,0,,51,64,Male,3
T0005692192,69.39,,9.0,3.04468,A,B,2.73,2,,49,83,Female,3
T0005692193,48.86,C,8.0,2.88557,C,A,3.07125,0,,52,65,Female,2
T0005692197,37.75,B,4.0,2.76512,A,E,3.38625,1,,55,68,Male,3
T0005692198,14.41,C,,2.20271,A,C,3.96375,0,78.0,46,72,Male,2
T0005692199,31.27,,5.0,2.88426,B,H,4.95125,2,,43,54,Male,3
T0005692200,16.55,B,2.0,3.24072,C,H,3.54625,1,95.0,53,84,Male,2
T0005692201,8.24,E,0.0,,,A,2.6825,1,,48,61,Male,3
T0005692202,50.67,,7.0,2.78196,C,B,3.64875,0,54.0,50,73,Female,2
T0005692209,14.34,,10.0,3.08121,A,C,1.61375,1,,69,103,Male,2
T0005692210,60.88,B,10.0,,,A,3.83,0,88.0,51,73,Male,2
T0005692211,87.12,,0.0,,,B,4.69125,3,,50,75,Male,1
T0005692212,29.77,B,10.0,2.43732,C,D,4.02,0,,44,58,Male,2
T0005692213,14.01,D,0.0,2.20753,B,D,3.69625,1,51.0,43,54,Female,2
T0005692215,25.28,C,10.0,2.87524,C,D,3.96,0,57.0,50,79,Female,2
T0005692216,17.02,,10.0,2.57416,A,B,2.05125,0,,51,84,Male,2
T0005692217,50.14,B,10.0,2.98041,B,D,3.305,0,37.0,52,76,Male,2
T0005692218,32.68,B,2.0,2.7451,B,A,2.8175,0,82.0,50,83,Female,2
T0005692219,19.54,A,1.0,2.58898,A,A,3.79125,0,,47,60,Female,1
T0005692221,25.51,C,2.0,2.46605,A,B,3.57,1,,51,61,Male,3
T0005692222,76.85,C,1.0,3.38975,C,F,3.8325,1,91.0,52,74,Male,3
T0005692223,6.92,B,2.0,2.77903,A,B,3.84125,1,,50,68,Male,2
T0005692224,35.64,B,10.0,2.52897,A,A,3.28625,0,,45,59,Male,3
T0005692225,108.84,B,10.0,3.05199,A,B,3.06875,0,94.0,49,68,Male,1
T0005692226,35.13,,8.0,2.6462,B,A,2.0125,0,101.0,51,72,Male,2
T0005692228,69.2,A,5.0,3.02895,C,B,4.12,0,79.0,51,74,Female,1
T0005692230,15.35,C,2.0,2.61019,A,A,2.0325,0,99.0,53,70,Male,2
T0005692234,92.3,D,3.0,,,A,1.45625,0,89.0,53,77,Male,3
T0005692236,85.4,D,6.0,3.19836,C,C,3.67375,1,101.0,56,92,Male,3
T0005692238,25.14,C,4.0,2.38545,B,A,1.61625,0,,48,68,Male,3
T0005692239,74.74,B,4.0,2.70159,C,B,2.64125,0,,47,74,Male,2
T0005692240,25.32,C,2.0,2.65032,A,A,2.94625,0,,55,73,Male,1
T0005692242,73.12,C,10.0,3.11514,C,B,1.89,2,36.0,53,74,Female,3
T0005692243,22.62,,10.0,2.79237,C,A,3.445,2,98.0,53,67,Female,2
T0005692244,76.98,A,4.0,2.75407,A,B,2.54125,1,42.0,49,72,Male,3
T0005692249,54.58,D,5.0,2.64492,C,A,1.0825,0,,56,77,Male,3
T0005692253,17.43,D,3.0,3.14862,A,B,4.47125,0,88.0,45,64,Female,2
T0005692254,48.53,B,9.0,2.78059,A,A,2.565,1,,51,84,Female,2
T0005692255,61.98,,2.0,2.71132,C,C,2.285,0,,50,62,Male,3
T0005692256,50.66,B,6.0,2.97406,C,A,2.64375,0,,58,76,Female,1
T0005692258,20.31,,10.0,2.84344,A,A,3.4725,1,105.0,49,72,Male,1
T0005692259,30.4,A,10.0,2.78932,C,A,2.7325,0,,46,69,Male,1
T0005692260,73.06,,10.0,2.92681,C,A,3.54,0,99.0,47,69,Male,3
T0005692261,46.58,E,1.0,2.70749,C,A,3.19625,1,35.0,49,66,Male,3
T0005692262,64.02,A,10.0,3.03824,B,B,2.3775,2,51.0,54,87,Female,1
T0005692264,38.25,D,8.0,2.71299,C,B,2.74375,3,51.0,53,82,Female,3
T0005692265,24.81,E,0.0,2.70653,A,A,4.2775,2,52.0,45,71,Female,2
T0005692266,108.92,A,10.0,2.96727,B,C,2.84125,0,92.0,51,94,Male,3
T0005692267,106.26,C,7.0,3.09814,B,A,3.06125,0,,51,66,Male,2
T0005692268,52.86,A,10.0,2.71598,B,A,1.98,0,50.0,51,78,Male,3
T0005692269,31.03,A,5.0,,,A,4.16375,0,101.0,51,73,Male,2
T0005692271,33.16,E,10.0,2.41414,C,A,3.1825,0,,49,60,Male,3
T0005692272,62.81,C,10.0,2.76154,C,B,2.085,1,99.0,57,74,Male,2
T0005692275,86.58,,4.0,2.8544,B,A,3.12875,0,69.0,47,79,Female,3
T0005692277,60.54,C,3.0,2.69344,C,B,1.49375,1,,59,88,Male,2
T0005692278,45.23,D,5.0,2.7741,C,A,1.5,1,,59,79,Male,3
T0005692279,52.41,D,7.0,,,B,2.455,0,,49,69,Male,3
T0005692281,106.25,C,0.0,3.20452,B,A,4.02625,0,,55,71,Male,3
T0005692282,76.34,D,3.0,2.90282,B,A,3.54125,0,,56,73,Female,3
T0005692283,25.38,C,10.0,,,A,1.875,1,,59,79,Male,3
T0005692284,53.99,,10.0,2.64403,B,B,4.14375,0,41.0,45,63,Male,3
T0005692287,92.88,C,2.0,,,A,3.74,0,101.0,48,67,Male,3
T0005692289,93.03,A,8.0,3.17816,B,H,4.725,2,57.0,52,79,Male,3
T0005692290,87.66,B,,2.93503,B,A,4.60375,0,,46,60,Female,2
T0005692293,30.24,,5.0,,,A,1.24,1,,51,79,Male,2
T0005692297,88.36,E,10.0,,,A,3.9575,1,,46,70,Female,3
T0005692298,46.12,A,10.0,2.76077,B,A,3.46125,1,79.0,46,63,Male,1
T0005692301,36.73,B,2.0,3.00095,B,A,3.19,1,,52,74,Female,2
T0005692304,19.71,A,2.0,2.50226,C,A,4.47,0,,43,56,Male,2
T0005692305,88.31,B,10.0,2.90685,C,L,3.6925,0,,50,90,Female,3
T0005692306,21.54,B,4.0,2.67645,C,A,2.8275,2,41.0,57,72,Male,2
T0005692307,19.24,B,10.0,2.74847,C,B,3.70375,1,51.0,60,113,Female,2
T0005692314,75.13,E,5.0,2.99628,B,J,4.0775,4,,53,122,Female,3
T0005692316,37.19,B,10.0,2.90083,C,A,4.28125,1,39.0,56,97,Male,2
T0005692318,38.28,C,3.0,2.81269,C,A,1.9625,1,81.0,54,92,Female,2
T0005692319,32.03,D,8.0,2.62432,C,A,1.8825,5,,48,68,Male,3
T0005692320,23.8,B,6.0,2.92902,B,C,4.14625,6,76.0,72,108,Male,2
T0005692322,45.81,B,,2.76462,C,A,3.73875,2,,65,89,Female,3
T0005692327,55.93,C,2.0,2.84577,C,B,3.28625,0,,56,70,Male,2
T0005692328,30.82,E,1.0,2.46584,B,A,0.35,0,31.0,50,73,Female,3
T0005692329,33.15,B,5.0,2.56127,C,A,3.5125,0,,61,81,Male,2
T0005692330,43.5,E,10.0,2.7736,B,A,1.82625,1,,50,84,Female,3
T0005692332,17.38,,9.0,2.54433,B,B,2.5175,2,,47,67,Female,3
T0005692333,78.22,A,10.0,,,A,3.02625,0,,46,65,Male,1
T0005692335,55.43,B,,,,A,2.3375,0,46.0,47,83,Female,2
T0005692337,84.78,,,,,A,0.69,0,59.0,58,90,Male,3
T0005692338,71.64,D,10.0,2.74692,C,A,3.5975,0,36.0,48,74,Female,3
T0005692339,11.18,B,8.0,2.723,A,B,2.62,0,62.0,45,66,Male,2
T0005692341,30.59,B,8.0,2.47622,A,A,3.13,0,,47,58,Male,1
T0005692342,15.79,,10.0,,,A,4.30375,1,,48,69,Male,1
T0005692344,108.46,A,10.0,2.91422,B,B,2.65125,0,,51,72,Female,3
T0005692346,45.3,B,10.0,2.65578,C,A,2.0775,1,30.0,53,92,Female,2
T0005692347,31.77,B,5.0,2.51513,C,A,2.43125,0,106.0,49,68,Male,3
T0005692349,76.3,,8.0,2.87902,C,A,1.0925,0,,55,83,Male,3
T0005692351,12.87,B,0.0,2.39095,C,A,3.5125,2,,59,80,Female,3
T0005692354,10.31,,10.0,3.01731,A,E,3.85625,1,,46,60,Female,3
T0005692355,64.9,D,5.0,2.73658,B,A,1.08,1,78.0,52,68,Female,3
T0005692356,36.04,A,10.0,2.97093,C,A,2.82125,1,59.0,55,88,Female,3
T0005692359,35.21,A,5.0,3.24436,A,E,3.815,0,,55,86,Male,1
T0005692361,63.16,E,10.0,2.94632,B,A,1.64875,0,68.0,55,85,Female,3
T0005692363,37.05,,0.0,2.54337,A,B,2.87375,0,,58,75,Male,3
T0005692366,74.64,,0.0,2.97997,B,C,3.15375,2,95.0,53,97,Female,3
T0005692367,94.78,D,1.0,2.84123,B,A,3.23625,1,37.0,55,79,Male,3
T0005692368,38.42,A,2.0,,,A,4.05375,1,56.0,48,61,Male,3
T0005692370,24.57,E,7.0,2.90094,C,A,3.90125,1,108.0,56,77,Male,3
T0005692373,105.84,B,8.0,3.17754,C,F,4.25125,1,49.0,47,62,Female,3
T0005692375,43.62,D,8.0,2.7103,C,A,0.185,0,89.0,54,83,Female,3
