ticket,requestor,RequestorSeniority,ITOwner,FiledAgainst,TicketType,Severity,Priority,daysOpen,label
2883,199,2 - Regular,36,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
2884,98,2 - Regular,47,Hardware,Request,2 - Normal,0 - Unassigned,12,3 - Highly satisfied
2885,396,4 - Management,28,Access/Login,Request,2 - Normal,3 - High,1,0 - Unknown
2886,1552,1 - Junior,14,Access/Login,Issue,2 - Normal,2 - Medium,2,1 - Unsatisfied
2887,839,4 - Management,23,Hardware,Request,2 - Normal,3 - High,12,0 - Unknown
2888,497,2 - Regular,5,Software,Request,2 - Normal,1 - Low,5,1 - Unsatisfied
2889,1030,3 - Senior,37,Hardware,Request,3 - Major,3 - High,12,3 - Highly satisfied
2890,1663,4 - Management,42,Hardware,Issue,2 - Normal,3 - High,5,3 - Highly satisfied
2891,23,2 - Regular,36,Access/Login,Request,2 - Normal,2 - Medium,0,1 - Unsatisfied
2892,762,1 - Junior,43,Software,Request,2 - Normal,2 - Medium,3,1 - Unsatisfied
2893,1240,1 - Junior,19,Systems,Request,2 - Normal,1 - Low,19,1 - Unsatisfied
2894,660,4 - Management,46,Systems,Request,2 - Normal,3 - High,20,1 - Unsatisfied
2895,530,3 - Senior,22,Systems,Issue,2 - Normal,1 - Low,17,3 - Highly satisfied
2896,512,1 - Junior,25,Systems,Request,1 - Minor,0 - Unassigned,8,2 - Satisfied
2897,570,2 - Regular,22,Systems,Request,2 - Normal,2 - Medium,20,0 - Unknown
2898,1642,3 - Senior,38,Software,Request,2 - Normal,3 - High,5,3 - Highly satisfied
2899,1192,3 - Senior,44,Hardware,Request,2 - Normal,0 - Unassigned,12,2 - Satisfied
2900,825,2 - Regular,33,Hardware,Request,2 - Normal,3 - High,12,3 - Highly satisfied
2901,679,2 - Regular,28,Systems,Request,2 - Normal,1 - Low,14,1 - Unsatisfied
2902,1100,2 - Regular,39,Systems,Request,2 - Normal,1 - Low,16,0 - Unknown
2903,595,4 - Management,5,Software,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
2904,1118,2 - Regular,10,Software,Request,2 - Normal,1 - Low,7,0 - Unknown
2905,1957,2 - Regular,29,Systems,Issue,2 - Normal,0 - Unassigned,1,0 - Unknown
2906,1464,3 - Senior,24,Systems,Request,3 - Major,3 - High,8,3 - Highly satisfied
2907,813,2 - Regular,6,Systems,Request,2 - Normal,2 - Medium,26,1 - Unsatisfied
2908,1873,2 - Regular,39,Systems,Issue,2 - Normal,0 - Unassigned,4,1 - Unsatisfied
2909,1713,4 - Management,6,Access/Login,Request,2 - Normal,0 - Unassigned,1,0 - Unknown
2910,1492,4 - Management,32,Hardware,Request,2 - Normal,3 - High,11,3 - Highly satisfied
2911,1797,2 - Regular,24,Systems,Request,2 - Normal,0 - Unassigned,8,2 - Satisfied
2912,490,2 - Regular,48,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
2913,1785,2 - Regular,15,Software,Request,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
2914,1869,2 - Regular,16,Systems,Request,2 - Normal,0 - Unassigned,10,3 - Highly satisfied
2915,309,1 - Junior,26,Access/Login,Issue,2 - Normal,2 - Medium,0,3 - Highly satisfied
2916,1566,2 - Regular,42,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
2917,1859,3 - Senior,26,Hardware,Request,2 - Normal,2 - Medium,37,0 - Unknown
2918,332,2 - Regular,29,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
2919,83,1 - Junior,24,Software,Issue,3 - Major,2 - Medium,3,2 - Satisfied
2920,327,2 - Regular,31,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
2921,1358,2 - Regular,1,Systems,Request,2 - Normal,1 - Low,16,0 - Unknown
2922,1998,1 - Junior,48,Software,Request,2 - Normal,0 - Unassigned,8,1 - Unsatisfied
2923,248,2 - Regular,48,Access/Login,Request,4 - Critical,0 - Unassigned,1,2 - Satisfied
2924,1021,2 - Regular,40,Hardware,Request,2 - Normal,2 - Medium,20,0 - Unknown
2925,1675,4 - Management,39,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
2926,220,1 - Junior,12,Hardware,Issue,2 - Normal,1 - Low,6,3 - Highly satisfied
2927,1061,2 - Regular,30,Systems,Request,2 - Normal,3 - High,9,1 - Unsatisfied
2928,581,4 - Management,29,Systems,Request,2 - Normal,0 - Unassigned,5,0 - Unknown
2929,263,3 - Senior,7,Systems,Request,2 - Normal,2 - Medium,13,0 - Unknown
2930,31,4 - Management,27,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
2931,1498,3 - Senior,36,Systems,Issue,2 - Normal,2 - Medium,3,1 - Unsatisfied
2932,1151,2 - Regular,21,Systems,Request,2 - Normal,1 - Low,5,3 - Highly satisfied
2933,369,3 - Senior,36,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
2934,1321,2 - Regular,18,Hardware,Request,4 - Critical,0 - Unassigned,34,2 - Satisfied
2935,18,1 - Junior,7,Systems,Request,2 - Normal,2 - Medium,16,3 - Highly satisfied
2936,475,2 - Regular,31,Systems,Request,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
2937,1902,4 - Management,40,Hardware,Issue,2 - Normal,0 - Unassigned,5,3 - Highly satisfied
2938,1282,1 - Junior,49,Hardware,Issue,1 - Minor,1 - Low,14,1 - Unsatisfied
2939,228,4 - Management,43,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
2940,1351,2 - Regular,33,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
2941,1614,2 - Regular,30,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
2942,717,2 - Regular,19,Software,Request,2 - Normal,2 - Medium,7,3 - Highly satisfied
2943,409,1 - Junior,27,Systems,Request,1 - Minor,1 - Low,6,0 - Unknown
2944,1677,2 - Regular,15,Software,Request,2 - Normal,2 - Medium,2,0 - Unknown
2945,70,1 - Junior,25,Software,Request,2 - Normal,0 - Unassigned,11,1 - Unsatisfied
2946,454,4 - Management,1,Systems,Request,2 - Normal,3 - High,26,1 - Unsatisfied
2947,30,2 - Regular,50,Software,Request,2 - Normal,1 - Low,13,1 - Unsatisfied
2948,682,4 - Management,7,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
2949,1194,4 - Management,16,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
2950,638,2 - Regular,30,Access/Login,Issue,2 - Normal,1 - Low,1,3 - Highly satisfied
2951,543,1 - Junior,4,Hardware,Issue,2 - Normal,3 - High,11,0 - Unknown
2952,1938,2 - Regular,10,Software,Request,2 - Normal,1 - Low,10,3 - Highly satisfied
2953,1226,2 - Regular,36,Hardware,Request,2 - Normal,3 - High,17,0 - Unknown
2954,275,2 - Regular,27,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
2955,1257,4 - Management,9,Hardware,Issue,2 - Normal,3 - High,7,3 - Highly satisfied
2956,926,2 - Regular,12,Systems,Request,2 - Normal,0 - Unassigned,9,2 - Satisfied
2957,1493,2 - Regular,22,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
2958,750,1 - Junior,41,Access/Login,Issue,2 - Normal,1 - Low,0,3 - Highly satisfied
2959,231,4 - Management,6,Hardware,Request,2 - Normal,3 - High,33,2 - Satisfied
2960,1782,4 - Management,47,Hardware,Request,2 - Normal,0 - Unassigned,11,3 - Highly satisfied
2961,652,4 - Management,33,Access/Login,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
2962,278,2 - Regular,28,Systems,Request,2 - Normal,3 - High,35,1 - Unsatisfied
2963,1710,2 - Regular,3,Systems,Request,2 - Normal,2 - Medium,14,1 - Unsatisfied
2964,1377,3 - Senior,19,Hardware,Request,2 - Normal,3 - High,15,3 - Highly satisfied
2965,796,1 - Junior,33,Systems,Request,2 - Normal,3 - High,6,2 - Satisfied
2966,1867,3 - Senior,47,Hardware,Request,2 - Normal,0 - Unassigned,11,2 - Satisfied
2967,1430,4 - Management,8,Software,Request,2 - Normal,0 - Unassigned,3,0 - Unknown
2968,1978,3 - Senior,18,Access/Login,Request,2 - Normal,0 - Unassigned,1,2 - Satisfied
2969,1754,1 - Junior,15,Systems,Issue,2 - Normal,0 - Unassigned,2,0 - Unknown
2970,817,4 - Management,1,Systems,Request,2 - Normal,3 - High,14,2 - Satisfied
2971,86,2 - Regular,14,Software,Request,2 - Normal,0 - Unassigned,6,0 - Unknown
2972,1384,3 - Senior,26,Systems,Request,2 - Normal,0 - Unassigned,6,0 - Unknown
2973,1114,4 - Management,41,Systems,Request,2 - Normal,3 - High,6,2 - Satisfied
2974,866,2 - Regular,19,Access/Login,Request,2 - Normal,1 - Low,0,1 - Unsatisfied
2975,1903,1 - Junior,8,Systems,Issue,3 - Major,0 - Unassigned,8,0 - Unknown
2976,389,2 - Regular,27,Access/Login,Issue,2 - Normal,2 - Medium,0,3 - Highly satisfied
2977,100,3 - Senior,7,Systems,Request,2 - Normal,3 - High,14,0 - Unknown
2978,158,2 - Regular,7,Systems,Request,2 - Normal,2 - Medium,14,1 - Unsatisfied
2979,957,2 - Regular,38,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
2980,149,2 - Regular,18,Software,Request,2 - Normal,0 - Unassigned,20,2 - Satisfied
2981,537,4 - Management,34,Systems,Request,2 - Normal,0 - Unassigned,6,0 - Unknown
2982,1660,3 - Senior,22,Systems,Request,3 - Major,0 - Unassigned,13,1 - Unsatisfied
2983,1382,3 - Senior,10,Hardware,Request,2 - Normal,2 - Medium,14,3 - Highly satisfied
2984,1643,2 - Regular,13,Software,Request,2 - Normal,2 - Medium,19,1 - Unsatisfied
2985,1457,4 - Management,36,Access/Login,Issue,2 - Normal,0 - Unassigned,1,0 - Unknown
2986,1413,2 - Regular,27,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
2987,184,1 - Junior,12,Systems,Request,2 - Normal,0 - Unassigned,8,1 - Unsatisfied
2988,701,1 - Junior,47,Hardware,Request,2 - Normal,0 - Unassigned,13,1 - Unsatisfied
2989,334,1 - Junior,26,Software,Request,1 - Minor,1 - Low,5,2 - Satisfied
2990,1847,3 - Senior,39,Systems,Request,2 - Normal,0 - Unassigned,15,0 - Unknown
2991,1408,1 - Junior,39,Software,Request,2 - Normal,3 - High,9,2 - Satisfied
2992,769,3 - Senior,20,Systems,Request,2 - Normal,0 - Unassigned,5,1 - Unsatisfied
2993,45,2 - Regular,36,Systems,Request,2 - Normal,1 - Low,7,2 - Satisfied
2994,469,2 - Regular,28,Access/Login,Request,2 - Normal,1 - Low,0,1 - Unsatisfied
2995,571,2 - Regular,33,Access/Login,Issue,2 - Normal,2 - Medium,0,1 - Unsatisfied
2996,1997,2 - Regular,34,Systems,Request,2 - Normal,2 - Medium,5,3 - Highly satisfied
2997,1038,2 - Regular,18,Systems,Issue,2 - Normal,0 - Unassigned,2,0 - Unknown
2998,304,4 - Management,8,Systems,Issue,2 - Normal,3 - High,2,2 - Satisfied
2999,1093,2 - Regular,31,Systems,Request,2 - Normal,0 - Unassigned,6,0 - Unknown
3000,1297,4 - Management,24,Software,Request,2 - Normal,3 - High,3,3 - Highly satisfied
3001,1118,2 - Regular,26,Software,Request,2 - Normal,0 - Unassigned,10,3 - Highly satisfied
3002,276,2 - Regular,40,Systems,Request,2 - Normal,2 - Medium,5,3 - Highly satisfied
3003,164,2 - Regular,44,Software,Request,2 - Normal,1 - Low,10,2 - Satisfied
3004,1514,3 - Senior,41,Access/Login,Issue,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
3005,1400,2 - Regular,29,Software,Request,2 - Normal,3 - High,4,3 - Highly satisfied
3006,74,4 - Management,48,Systems,Request,2 - Normal,3 - High,6,0 - Unknown
3007,195,3 - Senior,44,Systems,Request,2 - Normal,3 - High,7,0 - Unknown
3008,111,2 - Regular,19,Systems,Issue,1 - Minor,2 - Medium,3,1 - Unsatisfied
3009,1635,4 - Management,39,Access/Login,Issue,2 - Normal,3 - High,1,0 - Unknown
3010,1967,3 - Senior,23,Software,Request,2 - Normal,0 - Unassigned,3,1 - Unsatisfied
3011,871,2 - Regular,7,Systems,Request,3 - Major,2 - Medium,20,2 - Satisfied
3012,584,2 - Regular,47,Systems,Request,2 - Normal,3 - High,8,3 - Highly satisfied
3013,121,2 - Regular,12,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
3014,917,4 - Management,15,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
3015,1096,1 - Junior,40,Access/Login,Issue,2 - Normal,0 - Unassigned,1,2 - Satisfied
3016,727,2 - Regular,46,Software,Request,2 - Normal,2 - Medium,8,0 - Unknown
3017,844,1 - Junior,24,Systems,Issue,2 - Normal,2 - Medium,5,3 - Highly satisfied
3018,1786,1 - Junior,36,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2 - Satisfied
3019,1145,1 - Junior,17,Software,Issue,2 - Normal,1 - Low,3,2 - Satisfied
3020,1059,2 - Regular,13,Access/Login,Issue,2 - Normal,1 - Low,0,2 - Satisfied
3021,1281,2 - Regular,22,Hardware,Request,2 - Normal,3 - High,37,0 - Unknown
3022,1480,2 - Regular,15,Access/Login,Issue,2 - Normal,1 - Low,0,0 - Unknown
3023,1556,4 - Management,1,Systems,Request,2 - Normal,0 - Unassigned,14,1 - Unsatisfied
3024,1130,2 - Regular,2,Software,Request,2 - Normal,0 - Unassigned,5,0 - Unknown
3025,1794,2 - Regular,15,Software,Issue,1 - Minor,3 - High,3,3 - Highly satisfied
3026,939,4 - Management,38,Systems,Issue,3 - Major,3 - High,2,0 - Unknown
3027,134,4 - Management,29,Software,Request,2 - Normal,3 - High,2,3 - Highly satisfied
3028,699,1 - Junior,38,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
3029,1460,4 - Management,41,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
3030,1563,2 - Regular,50,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
3031,1883,2 - Regular,41,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
3032,1070,3 - Senior,41,Access/Login,Issue,2 - Normal,0 - Unassigned,1,3 - Highly satisfied
3033,1622,2 - Regular,23,Hardware,Request,2 - Normal,1 - Low,26,3 - Highly satisfied
3034,885,3 - Senior,20,Systems,Request,2 - Normal,3 - High,6,0 - Unknown
3035,1693,4 - Management,38,Systems,Request,2 - Normal,2 - Medium,6,3 - Highly satisfied
3036,139,2 - Regular,32,Systems,Request,2 - Normal,1 - Low,15,2 - Satisfied
3037,702,3 - Senior,49,Systems,Request,2 - Normal,3 - High,12,2 - Satisfied
3038,1505,2 - Regular,41,Hardware,Request,2 - Normal,3 - High,12,3 - Highly satisfied
3039,565,2 - Regular,47,Systems,Request,2 - Normal,2 - Medium,6,0 - Unknown
3040,327,2 - Regular,8,Software,Request,2 - Normal,3 - High,3,0 - Unknown
3041,519,3 - Senior,2,Software,Request,2 - Normal,3 - High,3,3 - Highly satisfied
3042,1784,4 - Management,1,Access/Login,Request,2 - Normal,3 - High,1,0 - Unknown
3043,582,2 - Regular,19,Access/Login,Request,1 - Minor,1 - Low,0,2 - Satisfied
3044,1719,1 - Junior,42,Software,Request,2 - Normal,0 - Unassigned,4,2 - Satisfied
3045,290,2 - Regular,26,Systems,Request,2 - Normal,3 - High,7,3 - Highly satisfied
3046,956,4 - Management,12,Hardware,Request,2 - Normal,3 - High,11,3 - Highly satisfied
3047,1731,2 - Regular,25,Access/Login,Request,2 - Normal,0 - Unassigned,2,0 - Unknown
3048,1331,2 - Regular,27,Software,Issue,2 - Normal,2 - Medium,4,3 - Highly satisfied
3049,1136,2 - Regular,49,Access/Login,Request,2 - Normal,2 - Medium,1,2 - Satisfied
3050,312,3 - Senior,40,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
3051,1158,3 - Senior,45,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
3052,153,2 - Regular,7,Systems,Request,2 - Normal,1 - Low,13,0 - Unknown
3053,1542,4 - Management,49,Systems,Request,3 - Major,3 - High,17,0 - Unknown
3054,527,2 - Regular,9,Access/Login,Request,2 - Normal,1 - Low,0,3 - Highly satisfied
3055,117,2 - Regular,47,Systems,Issue,2 - Normal,0 - Unassigned,5,1 - Unsatisfied
3056,315,2 - Regular,21,Systems,Request,2 - Normal,0 - Unassigned,8,3 - Highly satisfied
3057,903,3 - Senior,2,Software,Request,2 - Normal,0 - Unassigned,3,3 - Highly satisfied
3058,397,4 - Management,41,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
3059,425,2 - Regular,36,Software,Request,2 - Normal,0 - Unassigned,4,0 - Unknown
3060,20,1 - Junior,12,Access/Login,Request,2 - Normal,0 - Unassigned,1,3 - Highly satisfied
3061,1175,2 - Regular,17,Hardware,Request,2 - Normal,3 - High,12,3 - Highly satisfied
3062,1067,3 - Senior,23,Software,Issue,2 - Normal,3 - High,4,3 - Highly satisfied
3063,1774,2 - Regular,29,Access/Login,Request,2 - Normal,1 - Low,0,2 - Satisfied
3064,1798,1 - Junior,28,Hardware,Request,2 - Normal,1 - Low,27,0 - Unknown
3065,1548,1 - Junior,20,Access/Login,Request,2 - Normal,1 - Low,1,0 - Unknown
3066,225,1 - Junior,38,Systems,Issue,2 - Normal,1 - Low,13,3 - Highly satisfied
3067,455,2 - Regular,13,Systems,Issue,2 - Normal,3 - High,12,1 - Unsatisfied
3068,709,2 - Regular,42,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
3069,1041,2 - Regular,26,Systems,Request,2 - Normal,0 - Unassigned,23,1 - Unsatisfied
3070,1813,1 - Junior,15,Hardware,Request,2 - Normal,2 - Medium,10,1 - Unsatisfied
3071,210,3 - Senior,43,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
3072,506,2 - Regular,4,Access/Login,Request,2 - Normal,3 - High,1,0 - Unknown
3073,1622,2 - Regular,14,Systems,Request,2 - Normal,1 - Low,16,1 - Unsatisfied
3074,725,3 - Senior,45,Systems,Issue,2 - Normal,0 - Unassigned,3,0 - Unknown
3075,1655,3 - Senior,26,Systems,Request,1 - Minor,0 - Unassigned,11,0 - Unknown
3076,855,4 - Management,45,Systems,Issue,2 - Normal,2 - Medium,4,0 - Unknown
3077,695,3 - Senior,50,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
3078,766,3 - Senior,16,Systems,Issue,2 - Normal,3 - High,2,1 - Unsatisfied
3079,590,4 - Management,12,Hardware,Request,2 - Normal,0 - Unassigned,11,3 - Highly satisfied
3080,1670,3 - Senior,8,Systems,Request,2 - Normal,3 - High,8,0 - Unknown
3081,1294,2 - Regular,27,Software,Request,2 - Normal,2 - Medium,4,1 - Unsatisfied
3082,1229,1 - Junior,6,Software,Issue,2 - Normal,0 - Unassigned,7,1 - Unsatisfied
3083,33,4 - Management,19,Software,Request,3 - Major,3 - High,13,3 - Highly satisfied
3084,1822,2 - Regular,44,Software,Issue,2 - Normal,3 - High,2,2 - Satisfied
3085,252,3 - Senior,42,Hardware,Request,2 - Normal,3 - High,13,3 - Highly satisfied
3086,883,1 - Junior,24,Systems,Request,2 - Normal,0 - Unassigned,8,1 - Unsatisfied
3087,107,2 - Regular,23,Software,Request,2 - Normal,0 - Unassigned,11,3 - Highly satisfied
3088,658,4 - Management,21,Hardware,Issue,3 - Major,3 - High,5,3 - Highly satisfied
3089,1397,1 - Junior,42,Hardware,Request,2 - Normal,1 - Low,26,0 - Unknown
3090,1896,4 - Management,48,Systems,Request,2 - Normal,3 - High,5,1 - Unsatisfied
3091,1394,2 - Regular,12,Systems,Request,2 - Normal,2 - Medium,7,1 - Unsatisfied
3092,1486,3 - Senior,44,Access/Login,Issue,4 - Critical,3 - High,1,0 - Unknown
3093,1702,4 - Management,43,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
3094,1471,3 - Senior,45,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
3095,1701,1 - Junior,19,Software,Issue,2 - Normal,3 - High,2,1 - Unsatisfied
3096,78,3 - Senior,15,Systems,Issue,2 - Normal,0 - Unassigned,5,3 - Highly satisfied
3097,1954,2 - Regular,27,Systems,Issue,2 - Normal,1 - Low,3,2 - Satisfied
3098,439,2 - Regular,8,Hardware,Request,2 - Normal,0 - Unassigned,10,3 - Highly satisfied
3099,1298,2 - Regular,30,Systems,Request,2 - Normal,0 - Unassigned,31,1 - Unsatisfied
3100,317,1 - Junior,11,Software,Request,2 - Normal,2 - Medium,12,1 - Unsatisfied
3101,1535,2 - Regular,15,Access/Login,Request,3 - Major,3 - High,0,0 - Unknown
3102,1948,3 - Senior,14,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
3103,299,2 - Regular,21,Access/Login,Issue,2 - Normal,2 - Medium,0,0 - Unknown
3104,871,2 - Regular,5,Systems,Request,2 - Normal,3 - High,9,0 - Unknown
3105,1891,1 - Junior,24,Systems,Request,2 - Normal,2 - Medium,7,3 - Highly satisfied
3106,1617,4 - Management,7,Systems,Issue,2 - Normal,2 - Medium,5,1 - Unsatisfied
3107,1033,2 - Regular,43,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
3108,842,2 - Regular,41,Systems,Request,2 - Normal,0 - Unassigned,7,0 - Unknown
3109,1755,2 - Regular,40,Software,Request,2 - Normal,0 - Unassigned,7,0 - Unknown
3110,1121,2 - Regular,46,Systems,Request,2 - Normal,1 - Low,17,1 - Unsatisfied
3111,1995,4 - Management,27,Systems,Request,2 - Normal,3 - High,9,0 - Unknown
3112,1021,2 - Regular,2,Software,Request,2 - Normal,2 - Medium,4,0 - Unknown
3113,1739,2 - Regular,45,Software,Request,2 - Normal,3 - High,2,3 - Highly satisfied
3114,291,1 - Junior,21,Access/Login,Request,4 - Critical,0 - Unassigned,0,0 - Unknown
3115,218,2 - Regular,18,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
3116,223,2 - Regular,43,Hardware,Request,2 - Normal,0 - Unassigned,11,0 - Unknown
3117,437,1 - Junior,10,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
3118,301,3 - Senior,42,Software,Issue,2 - Normal,3 - High,0,1 - Unsatisfied
3119,321,1 - Junior,37,Hardware,Request,2 - Normal,3 - High,11,0 - Unknown
3120,921,2 - Regular,46,Software,Request,2 - Normal,3 - High,10,0 - Unknown
3121,817,4 - Management,26,Systems,Issue,2 - Normal,2 - Medium,4,2 - Satisfied
3122,1762,2 - Regular,24,Systems,Issue,4 - Critical,3 - High,1,2 - Satisfied
3123,886,2 - Regular,21,Systems,Issue,2 - Normal,0 - Unassigned,5,0 - Unknown
3124,156,2 - Regular,43,Systems,Issue,2 - Normal,3 - High,3,1 - Unsatisfied
3125,723,2 - Regular,25,Systems,Request,2 - Normal,3 - High,15,1 - Unsatisfied
3126,1355,2 - Regular,15,Systems,Request,2 - Normal,0 - Unassigned,7,3 - Highly satisfied
3127,1333,4 - Management,23,Systems,Request,2 - Normal,3 - High,6,0 - Unknown
3128,1143,2 - Regular,36,Access/Login,Request,2 - Normal,1 - Low,0,0 - Unknown
3129,1179,4 - Management,21,Systems,Request,2 - Normal,3 - High,6,2 - Satisfied
3130,1173,4 - Management,36,Software,Request,2 - Normal,3 - High,3,3 - Highly satisfied
3131,122,3 - Senior,22,Systems,Request,2 - Normal,0 - Unassigned,14,0 - Unknown
3132,498,2 - Regular,44,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
3133,1944,2 - Regular,11,Hardware,Request,1 - Minor,2 - Medium,10,0 - Unknown
3134,1041,2 - Regular,14,Systems,Request,2 - Normal,1 - Low,13,3 - Highly satisfied
3135,994,4 - Management,24,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
3136,467,2 - Regular,40,Systems,Request,2 - Normal,2 - Medium,7,3 - Highly satisfied
3137,1707,2 - Regular,16,Systems,Request,2 - Normal,1 - Low,14,1 - Unsatisfied
3138,1165,4 - Management,2,Systems,Request,2 - Normal,3 - High,6,0 - Unknown
3139,90,4 - Management,34,Software,Request,3 - Major,0 - Unassigned,3,2 - Satisfied
