action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,label,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id
Turnaround Jump Shot,Jump Shot,256,20500720,34.0113,-102,33,-118.3718,4,3,0,2005-06,56,10,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2006-02-08,LAL @ HOU,HOU,8785
Turnaround Jump Shot,Jump Shot,260,20500720,33.8983,-107,146,-118.3768,4,3,0,2005-06,20,18,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-08,LAL @ HOU,HOU,8786
Jump Shot,Jump Shot,266,20500720,33.8683,69,176,-118.2008,3,3,0,2005-06,49,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-08,LAL @ HOU,HOU,8787
Driving Layup Shot,Layup,286,20500720,34.0443,0,0,-118.2698,1,3,0,2005-06,40,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-02-08,LAL @ HOU,HOU,8788
Fadeaway Jump Shot,Jump Shot,293,20500720,33.8893,-77,155,-118.3468,1,3,0,2005-06,6,17,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-08,LAL @ HOU,HOU,8789
Jump Shot,Jump Shot,295,20500720,33.8573,-21,187,-118.2908,0,3,0,2005-06,47,18,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-08,LAL @ HOU,HOU,8790
Running Jump Shot,Jump Shot,298,20500720,33.8913,-145,153,-118.4148,0,3,0,2005-06,9,21,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-08,LAL @ HOU,HOU,8791
Jump Shot,Jump Shot,317,20500720,33.7923,-143,252,-118.4128,10,4,0,2005-06,37,28,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-08,LAL @ HOU,HOU,8792
Jump Shot,Jump Shot,320,20500720,33.8893,167,155,-118.1028,10,4,0,2005-06,1,22,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-08,LAL @ HOU,HOU,8793
Layup Shot,Layup,324,20500720,34.0443,0,0,-118.2698,9,4,0,2005-06,30,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-02-08,LAL @ HOU,HOU,8794
Fadeaway Jump Shot,Jump Shot,331,20500720,33.9073,-77,137,-118.3468,8,4,0,2005-06,21,15,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2006-02-08,LAL @ HOU,HOU,8795
Jump Shot,Jump Shot,336,20500720,33.8573,-182,187,-118.4518,7,4,0,2005-06,49,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-08,LAL @ HOU,HOU,8796
Jump Shot,Jump Shot,349,20500720,33.9123,-100,132,-118.3698,6,4,0,2005-06,4,16,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-08,LAL @ HOU,HOU,8797
Layup Shot,Layup,353,20500720,34.0443,0,0,-118.2698,5,4,0,2005-06,46,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-02-08,LAL @ HOU,HOU,8798
Jump Shot,Jump Shot,370,20500720,33.7843,51,260,-118.2188,3,4,0,2005-06,55,26,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-08,LAL @ HOU,HOU,8799
Jump Shot,Jump Shot,393,20500720,33.8073,144,237,-118.1258,2,4,0,2005-06,40,27,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-08,LAL @ HOU,HOU,8800
Jump Shot,Jump Shot,398,20500720,33.7253,21,319,-118.2488,1,4,0,2005-06,57,31,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-08,LAL @ HOU,HOU,8801
Fadeaway Jump Shot,Jump Shot,4,20500741,33.9753,143,69,-118.1268,11,1,0,2005-06,11,15,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8802
Jump Shot,Jump Shot,18,20500741,34.0473,236,-3,-118.0338,9,1,0,2005-06,5,23,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8803
Jump Shot,Jump Shot,39,20500741,34.0573,-197,-13,-118.4668,7,1,0,2005-06,16,19,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8804
Layup Shot,Layup,61,20500741,34.0443,0,0,-118.2698,4,1,0,2005-06,43,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8805
Jump Shot,Jump Shot,74,20500741,33.8253,-133,219,-118.4028,3,1,0,2005-06,9,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8806
Jump Shot,Jump Shot,180,20500741,33.8883,194,156,-118.0758,5,2,0,2005-06,2,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8807
Jump Shot,Jump Shot,194,20500741,33.9213,125,123,-118.1448,3,2,0,2005-06,24,17,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8808
Jump Shot,Jump Shot,236,20500741,33.9903,85,54,-118.1848,11,3,0,2005-06,39,10,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8809
Jump Shot,Jump Shot,238,20500741,33.9533,167,91,-118.1028,11,3,0,2005-06,34,19,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8810
Jump Shot,Jump Shot,249,20500741,33.8843,94,160,-118.1758,9,3,0,2005-06,14,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8811
Slam Dunk Shot,Dunk,256,20500741,34.0443,0,0,-118.2698,8,3,0,2005-06,15,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8812
Layup Shot,Layup,262,20500741,34.0443,0,0,-118.2698,7,3,0,2005-06,41,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8813
Jump Shot,Jump Shot,274,20500741,34.0503,225,-6,-118.0448,6,3,0,2005-06,7,22,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8814
Layup Shot,Layup,290,20500741,34.0443,0,0,-118.2698,5,3,0,2005-06,0,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8815
Jump Shot,Jump Shot,292,20500741,33.8303,146,214,-118.1238,4,3,0,2005-06,53,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8816
Layup Shot,Layup,304,20500741,34.0443,0,0,-118.2698,4,3,0,2005-06,18,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8817
Jump Shot,Jump Shot,349,20500741,33.9583,158,86,-118.1118,1,3,0,2005-06,14,17,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8818
Jump Shot,Jump Shot,385,20500741,33.8663,186,178,-118.0838,9,4,0,2005-06,44,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8819
Jump Shot,Jump Shot,392,20500741,33.8983,84,146,-118.1858,9,4,0,2005-06,9,16,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8820
Jump Shot,Jump Shot,399,20500741,33.8573,36,187,-118.2338,8,4,0,2005-06,36,19,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8821
Jump Shot,Jump Shot,406,20500741,33.9853,238,59,-118.0318,8,4,0,2005-06,3,24,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8822
Jump Shot,Jump Shot,415,20500741,33.9913,77,53,-118.1928,7,4,0,2005-06,14,9,0.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8823
Layup Shot,Layup,418,20500741,34.0443,0,0,-118.2698,6,4,0,2005-06,58,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8824
Jump Shot,Jump Shot,437,20500741,33.9243,156,120,-118.1138,5,4,0,2005-06,13,19,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8825
Jump Shot,Jump Shot,447,20500741,33.9043,-138,140,-118.4078,4,4,0,2005-06,46,19,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8826
Running Jump Shot,Jump Shot,462,20500741,34.0273,140,17,-118.1298,2,4,0,2005-06,56,14,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8827
Jump Shot,Jump Shot,481,20500741,33.8803,120,164,-118.1498,1,4,0,2005-06,7,20,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8828
Jump Shot,Jump Shot,511,20500741,33.8143,128,230,-118.1418,0,4,0,2005-06,0,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-11,LAL vs. MEM,MEM,8829
Jump Shot,Jump Shot,3,20500756,34.0443,177,0,-118.0928,11,1,0,2005-06,40,17,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-13,LAL vs. UTA,UTA,8830
Driving Layup Shot,Layup,10,20500756,34.0443,0,0,-118.2698,10,1,0,2005-06,55,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-02-13,LAL vs. UTA,UTA,8831
Jump Shot,Jump Shot,81,20500756,34.0213,-158,23,-118.4278,3,1,0,2005-06,59,15,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2006-02-13,LAL vs. UTA,UTA,8832
Jump Shot,Jump Shot,85,20500756,33.8863,-199,158,-118.4688,3,1,0,2005-06,43,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-13,LAL vs. UTA,UTA,8833
Jump Shot,Jump Shot,122,20500756,33.8093,-112,235,-118.3818,0,1,0,2005-06,27,26,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-13,LAL vs. UTA,UTA,8834
Fadeaway Jump Shot,Jump Shot,124,20500756,34.0473,128,-3,-118.1418,0,1,0,2005-06,5,12,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2006-02-13,LAL vs. UTA,UTA,8835
Jump Shot,Jump Shot,169,20500756,33.9163,167,128,-118.1028,6,2,0,2005-06,58,21,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-13,LAL vs. UTA,UTA,8836
Jump Shot,Jump Shot,217,20500756,33.7843,13,260,-118.2568,3,2,0,2005-06,32,26,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-13,LAL vs. UTA,UTA,8837
Jump Shot,Jump Shot,271,20500756,33.9093,163,135,-118.1068,11,3,0,2005-06,49,21,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-13,LAL vs. UTA,UTA,8838
Jump Shot,Jump Shot,308,20500756,33.7923,62,252,-118.2078,7,3,0,2005-06,41,25,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-13,LAL vs. UTA,UTA,8839
Jump Shot,Jump Shot,311,20500756,34.0223,-238,22,-118.5078,7,3,0,2005-06,11,23,0.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-13,LAL vs. UTA,UTA,8840
Turnaround Jump Shot,Jump Shot,337,20500756,33.9343,146,110,-118.1238,5,3,0,2005-06,24,18,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-13,LAL vs. UTA,UTA,8841
Jump Shot,Jump Shot,378,20500756,33.8683,-90,176,-118.3598,2,3,0,2005-06,6,19,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-13,LAL vs. UTA,UTA,8842
Jump Shot,Jump Shot,383,20500756,33.8583,-174,186,-118.4438,1,3,0,2005-06,37,25,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-13,LAL vs. UTA,UTA,8843
Jump Shot,Jump Shot,388,20500756,33.8573,205,187,-118.0648,0,3,0,2005-06,41,27,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-13,LAL vs. UTA,UTA,8844
Jump Shot,Jump Shot,452,20500756,33.9243,-225,120,-118.4948,6,4,0,2005-06,26,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-13,LAL vs. UTA,UTA,8845
Jump Shot,Jump Shot,465,20500756,33.9163,161,128,-118.1088,5,4,0,2005-06,1,20,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-13,LAL vs. UTA,UTA,8846
Jump Shot,Jump Shot,471,20500756,33.9863,148,58,-118.1218,4,4,0,2005-06,30,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2006-02-13,LAL vs. UTA,UTA,8847
Driving Layup Shot,Layup,479,20500756,34.0443,0,0,-118.2698,3,4,0,2005-06,1,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-02-13,LAL vs. UTA,UTA,8848
Driving Layup Shot,Layup,510,20500756,34.0443,0,0,-118.2698,0,4,0,2005-06,46,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-02-13,LAL vs. UTA,UTA,8849
Jump Shot,Jump Shot,6,20500775,33.8113,100,233,-118.1698,11,1,0,2005-06,29,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8850
Jump Shot,Jump Shot,26,20500775,33.8203,149,224,-118.1208,8,1,0,2005-06,19,26,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8851
Jump Shot,Jump Shot,34,20500775,33.9393,-184,105,-118.4538,6,1,0,2005-06,47,21,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8852
Jump Shot,Jump Shot,47,20500775,33.7923,121,252,-118.1488,5,1,0,2005-06,11,27,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8853
Jump Shot,Jump Shot,51,20500775,33.7943,1,250,-118.2688,3,1,0,2005-06,53,25,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8854
Jump Shot,Jump Shot,62,20500775,33.8813,-141,163,-118.4108,2,1,0,2005-06,0,21,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8855
Jump Shot,Jump Shot,76,20500775,33.8253,121,219,-118.1488,0,1,0,2005-06,33,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8856
Jump Shot,Jump Shot,94,20500775,33.8583,-194,186,-118.4638,10,2,0,2005-06,45,26,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8857
Driving Layup Shot,Layup,103,20500775,34.0443,0,0,-118.2698,9,2,0,2005-06,5,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8858
Turnaround Jump Shot,Jump Shot,118,20500775,33.8503,-67,194,-118.3368,7,2,0,2005-06,1,20,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8859
Jump Shot,Jump Shot,121,20500775,33.8663,-199,178,-118.4688,6,2,0,2005-06,24,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8860
Reverse Dunk Shot,Dunk,156,20500775,34.0443,0,0,-118.2698,4,2,0,2005-06,7,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8861
Running Jump Shot,Jump Shot,171,20500775,34.0143,166,30,-118.1038,2,2,0,2005-06,28,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8862
Slam Dunk Shot,Dunk,188,20500775,34.0443,0,0,-118.2698,0,2,0,2005-06,33,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8863
Jump Shot,Jump Shot,190,20500775,33.8303,28,214,-118.2418,0,2,0,2005-06,4,21,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8864
Jump Shot,Jump Shot,238,20500775,33.8373,154,207,-118.1158,7,3,0,2005-06,3,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8865
Jump Shot,Jump Shot,257,20500775,33.8113,189,233,-118.0808,5,3,0,2005-06,8,30,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8866
Turnaround Jump Shot,Jump Shot,275,20500775,33.9163,121,128,-118.1488,3,3,0,2005-06,4,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8867
Jump Shot,Jump Shot,294,20500775,34.0373,186,7,-118.0838,1,3,0,2005-06,5,18,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8868
Jump Shot,Jump Shot,343,20500775,33.7763,28,268,-118.2418,9,4,0,2005-06,34,26,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8869
Jump Shot,Jump Shot,356,20500775,33.8713,-182,173,-118.4518,8,4,0,2005-06,41,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8870
Layup Shot,Layup,373,20500775,34.0443,0,0,-118.2698,7,4,0,2005-06,33,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8871
Reverse Layup Shot,Layup,411,20500775,34.0443,0,0,-118.2698,5,4,0,2005-06,7,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8872
Driving Layup Shot,Layup,427,20500775,34.0443,0,0,-118.2698,4,4,0,2005-06,21,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8873
Reverse Layup Shot,Layup,438,20500775,34.0443,0,0,-118.2698,3,4,0,2005-06,26,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8874
Jump Shot,Jump Shot,476,20500775,33.8523,200,192,-118.0698,0,4,0,2005-06,15,27,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8875
Jump Shot,Jump Shot,482,20500775,33.9783,235,66,-118.0348,0,4,0,2005-06,6,24,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8876
Jump Shot,Jump Shot,491,20500775,33.8403,177,204,-118.0928,0,4,0,2005-06,0,27,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-15,LAL vs. ATL,ATL,8877
Jump Hook Shot,Jump Shot,23,20500790,33.9933,18,51,-118.2518,9,1,0,2005-06,17,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-02-21,LAL vs. POR,POR,8878
Alley Oop Layup shot,Layup,36,20500790,34.0443,0,0,-118.2698,6,1,0,2005-06,41,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-02-21,LAL vs. POR,POR,8879
Running Jump Shot,Jump Shot,64,20500790,33.8653,-105,179,-118.3748,4,1,0,2005-06,15,20,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-21,LAL vs. POR,POR,8880
Jump Shot,Jump Shot,190,20500790,33.8323,141,212,-118.1288,4,2,0,2005-06,4,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-21,LAL vs. POR,POR,8881
Jump Shot,Jump Shot,214,20500790,33.7973,71,247,-118.1988,1,2,0,2005-06,53,25,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-21,LAL vs. POR,POR,8882
Jump Shot,Jump Shot,223,20500790,33.8143,117,230,-118.1528,0,2,0,2005-06,43,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-21,LAL vs. POR,POR,8883
Jump Shot,Jump Shot,231,20500790,34.0623,131,-18,-118.1388,0,2,0,2005-06,5,13,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2006-02-21,LAL vs. POR,POR,8884
Jump Shot,Jump Shot,275,20500790,33.8703,-84,174,-118.3538,7,3,0,2005-06,50,19,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-21,LAL vs. POR,POR,8885
Jump Shot,Jump Shot,310,20500790,33.8533,186,191,-118.0838,3,3,0,2005-06,53,26,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-21,LAL vs. POR,POR,8886
Jump Shot,Jump Shot,320,20500790,33.8703,-197,174,-118.4668,3,3,0,2005-06,3,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-21,LAL vs. POR,POR,8887
Jump Shot,Jump Shot,373,20500790,33.9443,141,100,-118.1288,10,4,0,2005-06,52,17,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-21,LAL vs. POR,POR,8888
Jump Shot,Jump Shot,401,20500790,34.0723,-143,-28,-118.4128,8,4,0,2005-06,9,14,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2006-02-21,LAL vs. POR,POR,8889
Jump Shot,Jump Shot,405,20500790,33.8883,130,156,-118.1398,7,4,0,2005-06,44,20,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-21,LAL vs. POR,POR,8890
Driving Layup Shot,Layup,417,20500790,34.0443,0,0,-118.2698,6,4,0,2005-06,40,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2006-02-21,LAL vs. POR,POR,8891
Jump Shot,Jump Shot,430,20500790,33.8433,164,201,-118.1058,5,4,0,2005-06,46,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2006-02-21,LAL vs. POR,POR,8892
Jump Shot,Jump Shot,442,20500790,33.9783,167,66,-118.1028,4,4,0,2005-06,30,17,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-21,LAL vs. POR,POR,8893
Jump Shot,Jump Shot,444,20500790,33.8343,0,210,-118.2698,4,4,0,2005-06,6,21,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2006-02-21,LAL vs. POR,POR,8894
