ticket,requestor,RequestorSeniority,ITOwner,FiledAgainst,TicketType,Severity,Priority,daysOpen,label
14005,1796,1 - Junior,33,Software,Request,2 - Normal,2 - Medium,11,1 - Unsatisfied
14006,1928,3 - Senior,18,Systems,Request,2 - Normal,0 - Unassigned,5,2 - Satisfied
14007,691,2 - Regular,45,Software,Issue,2 - Normal,0 - Unassigned,4,3 - Highly satisfied
14008,1754,1 - Junior,47,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
14009,444,2 - Regular,8,Systems,Request,2 - Normal,3 - High,8,1 - Unsatisfied
14010,1060,2 - Regular,33,Systems,Issue,4 - Critical,1 - Low,7,3 - Highly satisfied
14011,968,2 - Regular,31,Hardware,Request,4 - Critical,0 - Unassigned,11,2 - Satisfied
14012,734,1 - Junior,43,Systems,Request,3 - Major,0 - Unassigned,9,3 - Highly satisfied
14013,784,2 - Regular,9,Systems,Request,3 - Major,3 - High,17,3 - Highly satisfied
14014,1330,2 - Regular,3,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
14015,1317,4 - Management,3,Access/Login,Issue,2 - Normal,3 - High,1,3 - Highly satisfied
14016,886,2 - Regular,2,Access/Login,Request,2 - Normal,2 - Medium,0,1 - Unsatisfied
14017,967,2 - Regular,16,Software,Request,2 - Normal,0 - Unassigned,10,0 - Unknown
14018,1491,2 - Regular,12,Access/Login,Issue,1 - Minor,3 - High,0,3 - Highly satisfied
14019,1233,4 - Management,23,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
14020,386,1 - Junior,17,Software,Issue,2 - Normal,1 - Low,1,3 - Highly satisfied
14021,1737,3 - Senior,17,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
14022,1066,4 - Management,19,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
14023,1331,2 - Regular,36,Software,Request,2 - Normal,2 - Medium,4,0 - Unknown
14024,982,3 - Senior,29,Systems,Request,2 - Normal,3 - High,5,2 - Satisfied
14025,1414,1 - Junior,33,Systems,Request,2 - Normal,0 - Unassigned,16,2 - Satisfied
14026,1840,1 - Junior,14,Access/Login,Issue,3 - Major,2 - Medium,0,0 - Unknown
14027,868,2 - Regular,46,Systems,Request,2 - Normal,0 - Unassigned,14,2 - Satisfied
14028,1899,1 - Junior,40,Hardware,Request,2 - Normal,3 - High,11,3 - Highly satisfied
14029,1707,2 - Regular,4,Software,Request,2 - Normal,1 - Low,10,1 - Unsatisfied
14030,290,2 - Regular,23,Access/Login,Request,2 - Normal,2 - Medium,0,3 - Highly satisfied
14031,1002,4 - Management,30,Systems,Request,2 - Normal,3 - High,6,3 - Highly satisfied
14032,1808,2 - Regular,49,Systems,Request,2 - Normal,2 - Medium,20,1 - Unsatisfied
14033,203,3 - Senior,25,Systems,Request,2 - Normal,0 - Unassigned,20,2 - Satisfied
14034,929,4 - Management,48,Systems,Issue,4 - Critical,0 - Unassigned,4,1 - Unsatisfied
14035,820,2 - Regular,40,Access/Login,Request,2 - Normal,1 - Low,0,0 - Unknown
14036,1216,3 - Senior,6,Access/Login,Request,2 - Normal,3 - High,1,0 - Unknown
14037,1139,3 - Senior,28,Systems,Request,2 - Normal,2 - Medium,18,2 - Satisfied
14038,1375,3 - Senior,9,Software,Request,2 - Normal,3 - High,3,3 - Highly satisfied
14039,1966,2 - Regular,48,Hardware,Request,2 - Normal,0 - Unassigned,10,0 - Unknown
14040,588,4 - Management,28,Access/Login,Issue,2 - Normal,3 - High,0,1 - Unsatisfied
14041,1987,1 - Junior,5,Systems,Issue,2 - Normal,3 - High,5,0 - Unknown
14042,1901,2 - Regular,19,Software,Request,2 - Normal,3 - High,6,3 - Highly satisfied
14043,1550,4 - Management,24,Access/Login,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
14044,2000,2 - Regular,13,Systems,Request,2 - Normal,2 - Medium,14,0 - Unknown
14045,227,1 - Junior,36,Systems,Issue,2 - Normal,2 - Medium,2,0 - Unknown
14046,1409,3 - Senior,25,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
14047,1124,2 - Regular,48,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
14048,1285,1 - Junior,6,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
14049,1801,3 - Senior,29,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
14050,407,3 - Senior,50,Software,Issue,2 - Normal,3 - High,8,1 - Unsatisfied
14051,662,2 - Regular,27,Systems,Request,1 - Minor,3 - High,5,3 - Highly satisfied
14052,60,4 - Management,39,Systems,Request,3 - Major,3 - High,22,2 - Satisfied
14053,1881,2 - Regular,50,Hardware,Request,2 - Normal,1 - Low,27,0 - Unknown
14054,1665,4 - Management,20,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
14055,270,1 - Junior,14,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
14056,1844,2 - Regular,42,Systems,Issue,2 - Normal,0 - Unassigned,1,0 - Unknown
14057,1998,1 - Junior,7,Systems,Request,2 - Normal,2 - Medium,17,1 - Unsatisfied
14058,404,2 - Regular,20,Software,Request,2 - Normal,2 - Medium,3,0 - Unknown
14059,977,2 - Regular,18,Systems,Request,2 - Normal,0 - Unassigned,7,3 - Highly satisfied
14060,1914,3 - Senior,28,Systems,Request,4 - Critical,3 - High,17,3 - Highly satisfied
14061,1613,3 - Senior,23,Software,Issue,2 - Normal,3 - High,4,0 - Unknown
14062,1535,2 - Regular,3,Systems,Request,2 - Normal,3 - High,14,3 - Highly satisfied
14063,230,2 - Regular,8,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
14064,1073,4 - Management,38,Systems,Request,2 - Normal,0 - Unassigned,5,2 - Satisfied
14065,1959,2 - Regular,6,Software,Issue,2 - Normal,3 - High,8,3 - Highly satisfied
14066,3,2 - Regular,18,Systems,Issue,2 - Normal,0 - Unassigned,3,1 - Unsatisfied
14067,1935,2 - Regular,9,Software,Request,2 - Normal,3 - High,3,3 - Highly satisfied
14068,848,4 - Management,19,Systems,Request,2 - Normal,0 - Unassigned,5,3 - Highly satisfied
14069,636,3 - Senior,6,Systems,Request,2 - Normal,3 - High,13,1 - Unsatisfied
14070,649,2 - Regular,13,Software,Request,2 - Normal,1 - Low,10,1 - Unsatisfied
14071,629,1 - Junior,3,Access/Login,Request,2 - Normal,2 - Medium,1,1 - Unsatisfied
14072,582,2 - Regular,17,Access/Login,Request,2 - Normal,2 - Medium,0,3 - Highly satisfied
14073,978,2 - Regular,47,Hardware,Request,2 - Normal,1 - Low,10,2 - Satisfied
14074,79,1 - Junior,7,Systems,Request,4 - Critical,0 - Unassigned,16,1 - Unsatisfied
14075,1552,1 - Junior,47,Software,Request,2 - Normal,1 - Low,3,1 - Unsatisfied
14076,504,2 - Regular,8,Hardware,Request,1 - Minor,2 - Medium,12,3 - Highly satisfied
14077,946,1 - Junior,48,Hardware,Issue,3 - Major,1 - Low,14,0 - Unknown
14078,738,2 - Regular,41,Systems,Request,2 - Normal,2 - Medium,18,3 - Highly satisfied
14079,120,1 - Junior,23,Access/Login,Issue,2 - Normal,3 - High,0,0 - Unknown
14080,508,3 - Senior,4,Systems,Request,2 - Normal,3 - High,24,1 - Unsatisfied
14081,20,1 - Junior,39,Hardware,Request,2 - Normal,1 - Low,28,1 - Unsatisfied
14082,1820,1 - Junior,14,Systems,Issue,4 - Critical,0 - Unassigned,9,0 - Unknown
14083,556,4 - Management,28,Software,Request,2 - Normal,3 - High,13,1 - Unsatisfied
14084,84,2 - Regular,3,Hardware,Request,1 - Minor,0 - Unassigned,29,1 - Unsatisfied
14085,1929,1 - Junior,32,Access/Login,Request,2 - Normal,1 - Low,0,2 - Satisfied
14086,1599,2 - Regular,12,Access/Login,Issue,2 - Normal,1 - Low,0,1 - Unsatisfied
14087,462,1 - Junior,2,Software,Request,2 - Normal,1 - Low,4,2 - Satisfied
14088,203,3 - Senior,41,Systems,Request,2 - Normal,1 - Low,16,0 - Unknown
14089,1757,1 - Junior,28,Hardware,Request,2 - Normal,1 - Low,29,1 - Unsatisfied
14090,1115,1 - Junior,21,Access/Login,Issue,2 - Normal,0 - Unassigned,0,0 - Unknown
14091,1067,3 - Senior,44,Systems,Issue,2 - Normal,0 - Unassigned,1,0 - Unknown
14092,24,4 - Management,11,Systems,Request,2 - Normal,0 - Unassigned,10,3 - Highly satisfied
14093,161,2 - Regular,36,Software,Request,2 - Normal,0 - Unassigned,9,2 - Satisfied
14094,632,2 - Regular,6,Hardware,Request,2 - Normal,0 - Unassigned,34,1 - Unsatisfied
14095,135,1 - Junior,18,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
14096,1784,4 - Management,39,Hardware,Request,2 - Normal,3 - High,33,0 - Unknown
14097,983,2 - Regular,24,Access/Login,Issue,2 - Normal,3 - High,0,2 - Satisfied
14098,1928,3 - Senior,48,Access/Login,Issue,2 - Normal,3 - High,0,0 - Unknown
14099,608,2 - Regular,35,Access/Login,Request,2 - Normal,2 - Medium,0,1 - Unsatisfied
14100,984,2 - Regular,15,Hardware,Request,2 - Normal,0 - Unassigned,13,3 - Highly satisfied
14101,460,2 - Regular,3,Systems,Request,2 - Normal,1 - Low,20,2 - Satisfied
14102,1142,2 - Regular,48,Systems,Request,2 - Normal,0 - Unassigned,17,1 - Unsatisfied
14103,1604,4 - Management,20,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
14104,260,3 - Senior,10,Hardware,Issue,2 - Normal,3 - High,10,2 - Satisfied
14105,1721,1 - Junior,17,Hardware,Request,2 - Normal,1 - Low,10,3 - Highly satisfied
14106,1528,4 - Management,36,Hardware,Issue,2 - Normal,3 - High,5,0 - Unknown
14107,660,4 - Management,43,Systems,Request,2 - Normal,3 - High,6,2 - Satisfied
14108,625,1 - Junior,19,Software,Request,2 - Normal,0 - Unassigned,12,2 - Satisfied
14109,892,1 - Junior,36,Hardware,Issue,2 - Normal,1 - Low,5,0 - Unknown
14110,472,2 - Regular,9,Access/Login,Issue,2 - Normal,3 - High,1,3 - Highly satisfied
14111,285,2 - Regular,24,Systems,Issue,1 - Minor,1 - Low,7,3 - Highly satisfied
14112,760,3 - Senior,44,Systems,Request,4 - Critical,3 - High,7,0 - Unknown
14113,184,1 - Junior,48,Access/Login,Issue,2 - Normal,1 - Low,0,0 - Unknown
14114,989,3 - Senior,20,Systems,Request,2 - Normal,0 - Unassigned,5,3 - Highly satisfied
14115,1784,4 - Management,15,Software,Request,2 - Normal,3 - High,5,3 - Highly satisfied
14116,1432,2 - Regular,46,Access/Login,Request,2 - Normal,3 - High,1,2 - Satisfied
14117,1340,2 - Regular,37,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
14118,1039,4 - Management,42,Systems,Request,2 - Normal,3 - High,7,0 - Unknown
14119,1292,1 - Junior,11,Systems,Request,2 - Normal,1 - Low,13,2 - Satisfied
14120,221,3 - Senior,9,Access/Login,Request,3 - Major,0 - Unassigned,1,0 - Unknown
14121,1139,3 - Senior,12,Access/Login,Request,2 - Normal,2 - Medium,0,3 - Highly satisfied
14122,1460,4 - Management,25,Systems,Issue,2 - Normal,0 - Unassigned,14,0 - Unknown
14123,309,1 - Junior,2,Systems,Request,2 - Normal,0 - Unassigned,7,3 - Highly satisfied
14124,1063,1 - Junior,17,Software,Issue,2 - Normal,1 - Low,1,3 - Highly satisfied
14125,771,1 - Junior,37,Software,Request,2 - Normal,0 - Unassigned,10,2 - Satisfied
14126,206,4 - Management,9,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
14127,1215,4 - Management,46,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
14128,122,3 - Senior,3,Access/Login,Request,2 - Normal,2 - Medium,1,0 - Unknown
14129,1844,2 - Regular,47,Systems,Request,2 - Normal,3 - High,7,3 - Highly satisfied
14130,206,4 - Management,37,Software,Request,2 - Normal,0 - Unassigned,7,2 - Satisfied
14131,1948,3 - Senior,11,Systems,Issue,2 - Normal,0 - Unassigned,6,3 - Highly satisfied
14132,46,4 - Management,21,Software,Request,2 - Normal,3 - High,3,3 - Highly satisfied
14133,1351,2 - Regular,43,Systems,Issue,2 - Normal,3 - High,4,0 - Unknown
14134,1015,4 - Management,35,Systems,Request,2 - Normal,0 - Unassigned,7,0 - Unknown
14135,1299,4 - Management,32,Software,Request,2 - Normal,3 - High,3,0 - Unknown
14136,824,4 - Management,48,Systems,Request,3 - Major,3 - High,6,1 - Unsatisfied
14137,199,2 - Regular,10,Systems,Issue,2 - Normal,0 - Unassigned,6,0 - Unknown
14138,647,1 - Junior,50,Hardware,Request,2 - Normal,0 - Unassigned,38,2 - Satisfied
14139,987,1 - Junior,22,Hardware,Request,2 - Normal,2 - Medium,30,2 - Satisfied
14140,405,2 - Regular,2,Hardware,Issue,2 - Normal,0 - Unassigned,5,3 - Highly satisfied
14141,1119,2 - Regular,33,Systems,Request,2 - Normal,0 - Unassigned,19,0 - Unknown
14142,941,2 - Regular,43,Software,Request,2 - Normal,2 - Medium,3,3 - Highly satisfied
14143,1297,4 - Management,25,Systems,Issue,2 - Normal,3 - High,17,3 - Highly satisfied
14144,1441,3 - Senior,17,Systems,Request,2 - Normal,2 - Medium,5,3 - Highly satisfied
14145,1696,1 - Junior,31,Systems,Issue,2 - Normal,1 - Low,1,0 - Unknown
14146,200,3 - Senior,47,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
14147,1674,2 - Regular,7,Systems,Issue,2 - Normal,0 - Unassigned,6,0 - Unknown
14148,1240,1 - Junior,9,Systems,Request,2 - Normal,2 - Medium,21,2 - Satisfied
14149,41,2 - Regular,36,Software,Issue,2 - Normal,1 - Low,1,3 - Highly satisfied
14150,713,4 - Management,30,Access/Login,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
14151,755,3 - Senior,25,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
14152,1445,2 - Regular,29,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
14153,456,1 - Junior,45,Access/Login,Issue,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
14154,336,2 - Regular,37,Access/Login,Request,2 - Normal,1 - Low,1,0 - Unknown
14155,184,1 - Junior,12,Access/Login,Issue,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
14156,1704,2 - Regular,20,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
14157,1686,2 - Regular,16,Hardware,Request,1 - Minor,1 - Low,10,0 - Unknown
14158,1394,2 - Regular,37,Systems,Issue,4 - Critical,3 - High,21,0 - Unknown
14159,417,2 - Regular,17,Software,Request,2 - Normal,0 - Unassigned,3,3 - Highly satisfied
14160,427,2 - Regular,17,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
14161,360,1 - Junior,21,Software,Request,2 - Normal,2 - Medium,3,3 - Highly satisfied
14162,930,1 - Junior,19,Software,Issue,2 - Normal,1 - Low,8,0 - Unknown
14163,544,2 - Regular,47,Software,Request,2 - Normal,3 - High,3,3 - Highly satisfied
14164,852,1 - Junior,46,Systems,Request,2 - Normal,1 - Low,26,0 - Unknown
14165,1858,2 - Regular,44,Access/Login,Request,2 - Normal,1 - Low,0,0 - Unknown
14166,386,1 - Junior,5,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
14167,631,1 - Junior,18,Systems,Request,2 - Normal,0 - Unassigned,13,0 - Unknown
14168,1168,2 - Regular,40,Systems,Request,2 - Normal,0 - Unassigned,6,0 - Unknown
14169,1909,2 - Regular,49,Systems,Request,2 - Normal,2 - Medium,23,1 - Unsatisfied
14170,1354,4 - Management,1,Systems,Request,2 - Normal,3 - High,18,1 - Unsatisfied
14171,384,1 - Junior,44,Access/Login,Request,2 - Normal,2 - Medium,0,0 - Unknown
14172,803,1 - Junior,42,Software,Request,2 - Normal,1 - Low,6,0 - Unknown
14173,203,3 - Senior,23,Access/Login,Request,2 - Normal,2 - Medium,1,2 - Satisfied
14174,427,2 - Regular,38,Systems,Request,2 - Normal,2 - Medium,5,1 - Unsatisfied
14175,512,1 - Junior,35,Software,Issue,2 - Normal,2 - Medium,4,0 - Unknown
14176,991,2 - Regular,13,Hardware,Request,2 - Normal,2 - Medium,33,1 - Unsatisfied
14177,1855,4 - Management,31,Systems,Issue,0 - Unclassified,0 - Unassigned,3,3 - Highly satisfied
14178,1522,2 - Regular,16,Software,Request,2 - Normal,0 - Unassigned,5,3 - Highly satisfied
14179,211,1 - Junior,43,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
14180,235,3 - Senior,41,Access/Login,Request,2 - Normal,0 - Unassigned,0,0 - Unknown
14181,960,4 - Management,36,Systems,Request,2 - Normal,3 - High,6,2 - Satisfied
14182,458,3 - Senior,50,Systems,Request,2 - Normal,3 - High,14,1 - Unsatisfied
14183,730,2 - Regular,17,Systems,Request,2 - Normal,3 - High,5,2 - Satisfied
14184,280,2 - Regular,27,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
14185,1374,3 - Senior,28,Access/Login,Request,2 - Normal,2 - Medium,4,1 - Unsatisfied
14186,1098,2 - Regular,47,Systems,Issue,2 - Normal,3 - High,3,2 - Satisfied
14187,512,1 - Junior,40,Systems,Request,2 - Normal,1 - Low,7,2 - Satisfied
14188,979,3 - Senior,40,Systems,Request,2 - Normal,0 - Unassigned,7,3 - Highly satisfied
14189,515,3 - Senior,20,Systems,Request,2 - Normal,2 - Medium,6,1 - Unsatisfied
14190,1192,3 - Senior,5,Systems,Request,2 - Normal,3 - High,6,0 - Unknown
14191,1924,1 - Junior,46,Access/Login,Request,2 - Normal,1 - Low,1,2 - Satisfied
14192,125,3 - Senior,11,Software,Request,2 - Normal,0 - Unassigned,7,3 - Highly satisfied
14193,1371,1 - Junior,14,Software,Request,2 - Normal,0 - Unassigned,7,2 - Satisfied
14194,1901,2 - Regular,21,Systems,Request,2 - Normal,1 - Low,5,3 - Highly satisfied
14195,1195,1 - Junior,17,Software,Issue,2 - Normal,0 - Unassigned,3,0 - Unknown
14196,520,2 - Regular,45,Systems,Request,2 - Normal,3 - High,5,3 - Highly satisfied
14197,1223,2 - Regular,37,Hardware,Request,2 - Normal,3 - High,10,3 - Highly satisfied
14198,549,4 - Management,26,Software,Issue,2 - Normal,3 - High,6,3 - Highly satisfied
14199,1669,2 - Regular,49,Systems,Request,2 - Normal,0 - Unassigned,22,1 - Unsatisfied
14200,1701,1 - Junior,44,Systems,Request,2 - Normal,3 - High,6,0 - Unknown
14201,1928,3 - Senior,32,Systems,Request,2 - Normal,3 - High,5,1 - Unsatisfied
14202,370,2 - Regular,48,Software,Request,2 - Normal,2 - Medium,3,2 - Satisfied
14203,1318,4 - Management,44,Hardware,Request,2 - Normal,3 - High,13,2 - Satisfied
14204,274,2 - Regular,34,Software,Request,2 - Normal,2 - Medium,3,2 - Satisfied
14205,379,1 - Junior,14,Access/Login,Request,2 - Normal,0 - Unassigned,0,1 - Unsatisfied
14206,162,2 - Regular,10,Access/Login,Issue,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
14207,1567,1 - Junior,27,Hardware,Request,2 - Normal,0 - Unassigned,13,0 - Unknown
14208,87,4 - Management,42,Systems,Request,3 - Major,3 - High,7,2 - Satisfied
14209,1742,3 - Senior,13,Hardware,Request,2 - Normal,3 - High,32,1 - Unsatisfied
14210,1926,2 - Regular,14,Systems,Issue,3 - Major,2 - Medium,10,0 - Unknown
14211,1381,4 - Management,21,Access/Login,Request,2 - Normal,3 - High,0,3 - Highly satisfied
14212,1977,1 - Junior,20,Access/Login,Request,2 - Normal,0 - Unassigned,0,2 - Satisfied
14213,155,3 - Senior,26,Systems,Issue,2 - Normal,0 - Unassigned,3,0 - Unknown
14214,592,3 - Senior,43,Software,Request,2 - Normal,0 - Unassigned,4,3 - Highly satisfied
14215,470,2 - Regular,47,Software,Request,2 - Normal,0 - Unassigned,3,3 - Highly satisfied
14216,400,1 - Junior,37,Systems,Issue,3 - Major,3 - High,12,2 - Satisfied
14217,733,1 - Junior,22,Access/Login,Issue,2 - Normal,0 - Unassigned,2,2 - Satisfied
14218,541,1 - Junior,45,Systems,Request,1 - Minor,1 - Low,5,0 - Unknown
14219,899,1 - Junior,39,Systems,Issue,2 - Normal,1 - Low,8,3 - Highly satisfied
14220,499,2 - Regular,33,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
14221,609,3 - Senior,22,Systems,Request,2 - Normal,0 - Unassigned,21,1 - Unsatisfied
14222,316,4 - Management,44,Software,Request,2 - Normal,3 - High,3,0 - Unknown
14223,1706,2 - Regular,24,Hardware,Issue,1 - Minor,0 - Unassigned,5,2 - Satisfied
14224,863,1 - Junior,19,Access/Login,Request,2 - Normal,3 - High,1,2 - Satisfied
14225,762,1 - Junior,3,Systems,Issue,2 - Normal,3 - High,5,1 - Unsatisfied
14226,270,1 - Junior,37,Access/Login,Request,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
14227,837,4 - Management,7,Access/Login,Request,2 - Normal,3 - High,2,3 - Highly satisfied
14228,1467,2 - Regular,29,Hardware,Issue,2 - Normal,0 - Unassigned,5,1 - Unsatisfied
14229,1482,3 - Senior,25,Access/Login,Request,2 - Normal,0 - Unassigned,2,3 - Highly satisfied
14230,412,4 - Management,5,Access/Login,Issue,2 - Normal,3 - High,1,1 - Unsatisfied
14231,418,4 - Management,1,Access/Login,Issue,2 - Normal,3 - High,0,2 - Satisfied
14232,1681,2 - Regular,39,Access/Login,Request,2 - Normal,3 - High,0,1 - Unsatisfied
14233,1672,2 - Regular,4,Access/Login,Issue,2 - Normal,3 - High,0,3 - Highly satisfied
14234,73,4 - Management,45,Access/Login,Request,2 - Normal,3 - High,0,0 - Unknown
14235,1657,3 - Senior,45,Software,Request,3 - Major,0 - Unassigned,4,3 - Highly satisfied
14236,417,2 - Regular,6,Access/Login,Issue,2 - Normal,3 - High,0,0 - Unknown
14237,1871,4 - Management,42,Software,Request,2 - Normal,0 - Unassigned,2,3 - Highly satisfied
14238,1040,2 - Regular,37,Access/Login,Issue,2 - Normal,0 - Unassigned,1,1 - Unsatisfied
14239,1012,3 - Senior,35,Access/Login,Request,2 - Normal,1 - Low,0,0 - Unknown
14240,314,3 - Senior,26,Access/Login,Issue,2 - Normal,2 - Medium,0,1 - Unsatisfied
14241,325,4 - Management,26,Systems,Request,2 - Normal,3 - High,13,2 - Satisfied
14242,1083,1 - Junior,31,Access/Login,Issue,2 - Normal,0 - Unassigned,0,3 - Highly satisfied
14243,563,3 - Senior,25,Hardware,Request,2 - Normal,0 - Unassigned,28,1 - Unsatisfied
14244,839,4 - Management,25,Software,Issue,2 - Normal,0 - Unassigned,10,1 - Unsatisfied
14245,244,1 - Junior,18,Access/Login,Issue,2 - Normal,3 - High,0,0 - Unknown
14246,642,2 - Regular,19,Access/Login,Request,2 - Normal,2 - Medium,2,1 - Unsatisfied
14247,1143,2 - Regular,19,Systems,Request,2 - Normal,2 - Medium,17,3 - Highly satisfied
14248,93,4 - Management,29,Systems,Issue,2 - Normal,0 - Unassigned,4,3 - Highly satisfied
14249,743,4 - Management,7,Software,Request,2 - Normal,3 - High,7,1 - Unsatisfied
14250,1973,2 - Regular,11,Access/Login,Request,2 - Normal,3 - High,0,2 - Satisfied
14251,1718,4 - Management,18,Software,Request,2 - Normal,0 - Unassigned,5,2 - Satisfied
14252,1055,3 - Senior,6,Systems,Issue,2 - Normal,3 - High,9,2 - Satisfied
14253,1113,2 - Regular,36,Software,Issue,2 - Normal,3 - High,0,0 - Unknown
14254,1602,3 - Senior,36,Systems,Request,2 - Normal,3 - High,5,0 - Unknown
